run,job_id,account,network,dataset,batch_size,granularity,base,meta,meta_stepsize,alpha0,gamma,augment,beta_clip,hier,lam,eta_ratio,seed,epochs_done,epochs_requested,best_test,final_test,final_train,collapsed,node,wallclock_min,provenance,dup_group,superseded,ep_to_85,ep_to_88,ep_to_90,plateau,ep_in_band_90,plateau5,auc,window_ok,complete
rs-blk6-3e5-s1,4700409,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,3e-5,1e-3,1,1,-15:-2.3026,,na,na,1,100,100,92.07,91.64,97.8,0,[HOST_f0845cc956],42,env,,0,29,42,52,91.456,27,91.526,83.502,1,1
kb-c10-r02-s1,4685584,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,0,0.2,1,100,100,91.66,91.48,99.6,0,[HOST_f0845cc956],42,env,,0,19,25,36,91.359,28,91.438,86.823,1,1
a0L-blk6-1e4_s1,4680954,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-4,1,1,-15:-2.3026,,na,na,1,100,100,91.56,91.27,99.28,0,[HOST_2f2f29d9e1],42,env,,0,20,28,35,91.374,36,91.43,84.754,1,1
kb-c10-r007-s1,4685578,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,0,0.07,1,100,100,92.15,92.0,99.67,0,[HOST_f0845cc956],42,env,,0,16,24,34,91.831,22,91.974,86.939,1,1
mx_sig_resnet18_blocks_s1,4682857,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,1,100,100,91.62,91.11,99.07,0,[HOST_bcfd0fc19c],42,env,,0,30,36,43,91.405,29,91.382,77.822,1,1
adg-b-r003_s1,4681167,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.03,1,100,100,92.29,92.28,99.5,0,[HOST_03eb56b6d1],42,env,,0,30,40,50,91.891,18,91.996,77.492,1,1
a0L-blk6-1e3_s1,4680950,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,1,100,100,91.59,91.42,99.32,0,[HOST_e8d809bd94],42,env,,0,16,23,33,91.424,38,91.466,87.185,1,1
g4-sgdmAdam-blk6_s1,4680746,Account2,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Adam,1e-3,1e-6,1,1,-15:-2.3026,,na,na,1,100,100,90.82,90.66,99.11,0,[HOST_7b4dd78541],42,env,,0,16,21,41,90.518,72,90.606,86.848,1,1
gp-blk6-r006-s1,4685231,Account2,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.06,1,100,100,92.03,91.99,99.53,0,[HOST_b0a55dfb8c],42,env,,0,31,40,50,91.74,17,91.89,77.447,1,1
fz-blk6-a6-s1,4687500,Account2,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,fixed,1e-3,1e-6,1,1,-15:-2.3026,,na,na,1,20,20,10.14,10.14,10.15,0,[HOST_2739ecbbce],16,env,,0,,,,9.864,0,9.958,9.864,0,1
gp-blk6-r1-s1,4685237,Account2,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,1,1,100,100,91.38,91.01,99.02,0,[HOST_f0845cc956],41,env,,0,30,36,43,91.121,39,91.202,77.757,1,1
p5-blk6-a3-s1,4700705,Account2,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,fixed,1e-3,1e-3,1,1,-15:-2.3026,,na,na,1,20,20,78.09,78.09,77.86,0,[HOST_2f2f29d9e1],8,env,,0,,,,60.899,0,74.908,60.899,0,1
ml5-blk6-m2-s1,4702090,Account2,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-2,1e-3,1,1,-15:-2.3026,,na,na,1,20,20,88.76,88.76,91.97,0,[HOST_6dc36997e3],10,env,,0,15,20,,76.913,0,87.406,76.913,0,1
fz-blk6-a3-s1,4687499,Account2,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,fixed,1e-3,1e-3,1,1,-15:-2.3026,,na,na,1,20,20,78.17,78.17,78.28,0,[HOST_8d6ba568b8],17,env,,0,,,,61.058,0,75.33,61.058,0,1
ml5-blk6-m4-s1,4702084,Account2,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,1,20,20,81.12,81.12,83.38,0,[HOST_3c1b003035],19,env,,0,,,,63.67,0,79.074,63.67,0,1
ml5-blk6-m3-s1,4702087,Account2,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,1,20,20,87.18,87.18,89.89,0,[HOST_e8d809bd94],10,env,,0,16,,,73.028,0,85.784,73.028,0,1
fr5-blk6-a3-s1,4701810,Account2,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,1,20,20,86.54,86.54,89.91,0,[HOST_f0845cc956],8,env,,0,16,,,73.037,0,85.522,73.037,0,1
g4-sgdmLion-blk6_s1,4680744,Account2,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,1,100,100,91.53,91.18,99.05,0,[HOST_3c1b003035],88,env,,0,30,36,45,91.22,33,91.35,77.766,1,1
gp-blk6-r0-s1,4685228,Account2,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0,1,100,100,92.1,91.91,99.38,0,[HOST_f0845cc956],41,env,,0,30,41,50,91.797,19,91.958,77.296,1,1
a0A-blk6-1e4_s1,4680911,Account2,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Adam,1e-3,1e-4,1,1,-15:-2.3026,,na,na,1,100,100,91.24,91.02,99.35,0,[HOST_2739ecbbce],84,env,,0,15,21,31,90.958,65,90.938,87.724,1,1
a0A-blk6-1e3_s1,4680907,Account2,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Adam,1e-3,1e-3,1,1,-15:-2.3026,,na,na,1,100,100,91.22,90.94,99.28,0,[HOST_3c1b003035],85,env,,0,15,20,30,90.992,69,91.002,87.82,1,1
gp-blk6-r02-s1,4685234,Account2,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.2,1,100,100,91.68,91.5,99.45,0,[HOST_2739ecbbce],85,env,,0,30,39,47,91.508,20,91.53,77.521,1,1
rs-blk6-1e4-s2,4700420,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,2,29,100,86.36,86.36,88.54,0,[HOST_2f2f29d9e1],,env,,0,25,,,78.725,0,85.228,70.023,1,0
at1-blk6-s2,4708202,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,2,100,100,92.59,92.41,99.63,0,[HOST_b9efa05339],46,env,,0,27,32,40,92.299,17,92.378,85.097,1,1
adg-b-r01_s2,4681172,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.1,2,100,100,91.91,91.91,99.43,0,[HOST_7b4dd78541],42,env,,0,32,39,49,91.556,20,91.616,77.282,1,1
kb-c10-r003-s2,4685574,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,0,0.03,2,100,100,92.26,92.26,99.67,0,[HOST_f0845cc956],41,env,,0,17,28,36,91.959,20,92.1,86.763,1,1
gate0d_blk6_s2,4653445,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,?,none,,na,na,2,100,100,91.34,91.34,99.13,0,[HOST_2f2f29d9e1],42,inferred,,0,30,36,45,91.025,48,91.06,77.445,1,1
p7-r18-blk6-s2,4685320,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,2,20,20,87.79,87.79,89.86,0,[HOST_03eb56b6d1],8,env,,0,16,,,73.213,0,86.52,73.213,0,1
mx_sig_resnet18_blocks_s2,4682858,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,2,100,100,91.39,91.29,99.16,0,[HOST_e8d809bd94],42,env,,0,30,38,45,91.089,40,91.136,77.578,1,1
adg-b-r003_s2,4681171,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.03,2,100,100,91.94,91.94,99.44,0,[HOST_e8d809bd94],42,env,,0,32,40,51,91.508,23,91.708,77.058,1,1
rs-blk6-3e4-s2,4700421,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,3e-4,1e-3,1,1,-15:-2.3026,,na,na,2,24,100,87.1,87.1,90.03,0,[HOST_03eb56b6d1],,env,,0,20,,,76.805,0,86.332,70.957,1,0
rs-blk6-3e5-s2,4700419,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,3e-5,1e-3,1,1,-15:-2.3026,,na,na,2,36,100,86.66,85.52,89.29,0,[HOST_e8d809bd94],,env,,0,31,,,82.184,0,85.984,71.274,1,0
kb-c10-r0-s2,4685568,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,0,0,2,100,100,92.26,92.25,99.66,0,[HOST_bcfd0fc19c],42,env,,0,19,26,35,92.041,21,92.204,86.797,1,1
kb-c10-r007-s2,4685580,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,0,0.07,2,100,100,91.77,91.69,99.6,0,[HOST_2739ecbbce],85,env,,0,18,29,39,91.597,23,91.638,86.669,1,1
kb-c10-r02-s2,4685586,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,0,0.2,2,100,100,91.92,91.56,99.56,0,[HOST_2f2f29d9e1],42,env,,0,19,26,35,91.516,21,91.524,86.774,1,1
g3_sgdmAdam_blk6_s2,4679441,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Adam,1e-3,1e-6,1,?,none,,na,na,2,100,100,90.75,90.54,99.13,0,[HOST_2f2f29d9e1],42,inferred,,0,16,21,56,90.483,72,90.57,86.87,1,1
g1_sgdm_blk6_s2,4679156,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,?,none,,na,na,2,100,100,91.55,91.45,99.09,0,[HOST_e8d809bd94],42,inferred,,0,30,36,45,91.341,28,91.404,77.724,1,1
h2-b-L0p1_s2,4680694,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.1,na,2,100,100,91.99,91.54,99.36,0,[HOST_bcfd0fc19c],42,env,h2-blocks-shrink0.1-s2,0,31,39,56,91.564,22,91.51,76.988,1,1
h2-blk6_s2,4680791,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.1,na,2,100,100,91.81,91.78,99.29,0,[HOST_03eb56b6d1],42,env,h2-blocks-shrink0.1-s2,0,32,41,55,91.494,24,91.568,76.969,1,1
sc-ResNet18-blk6-s2,4683095,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,2,100,100,91.57,91.44,99.15,0,[HOST_03eb56b6d1],42,env,,0,30,36,44,91.333,26,91.38,77.694,1,1
g4-sgdmLion-blk6_s2,4680749,Account2,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,2,100,100,91.56,91.35,99.16,0,[HOST_3c1b003035],85,env,,0,30,38,45,91.136,34,91.202,77.639,1,1
ml5-blk6-m4-s2,4702085,Account2,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,2,20,20,81.88,81.88,82.07,0,[HOST_2f2f29d9e1],10,env,,0,,,,63.599,0,79.494,63.599,0,1
ml5-blk6-m2-s2,4702091,Account2,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-2,1e-3,1,1,-15:-2.3026,,na,na,2,20,20,88.01,87.76,91.39,0,[HOST_6dc36997e3],10,env,,0,16,18,,76.642,0,87.472,76.642,0,1
gp-blk6-r006-s2,4685232,Account2,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.06,2,100,100,91.68,91.68,99.42,0,[HOST_3c1b003035],85,env,,0,32,39,46,91.273,32,91.368,77.075,1,1
fz-blk6-a6-s2,4687510,Account2,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,fixed,1e-3,1e-6,1,1,-15:-2.3026,,na,na,2,20,20,10.69,10.63,10.77,0,[HOST_e223b82d71],8,env,,0,,,,10.402,0,10.604,10.402,0,1
g4-sgdmAdam-blk6_s2,4680751,Account2,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Adam,1e-3,1e-6,1,1,-15:-2.3026,,na,na,2,100,100,90.95,90.95,99.13,0,[HOST_b0a55dfb8c],42,env,,0,15,21,52,90.624,74,90.758,86.93,1,1
gp-blk6-r02-s2,4685235,Account2,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.2,2,100,100,91.8,91.62,99.39,0,[HOST_03eb56b6d1],42,env,,0,30,39,52,91.515,18,91.606,77.378,1,1
gp-blk6-r0-s2,4685229,Account2,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0,2,100,100,92.06,92.06,99.38,0,[HOST_03eb56b6d1],42,env,,0,32,41,49,91.737,21,91.87,77.094,1,1
gp-blk6-r1-s2,4685238,Account2,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,1,2,100,100,91.68,91.68,99.12,0,[HOST_2f2f29d9e1],42,env,,0,30,38,45,91.355,31,91.39,77.641,1,1
ml5-blk6-m3-s2,4702088,Account2,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,2,20,20,87.14,87.14,89.49,0,[HOST_e8d809bd94],10,env,,0,16,,,72.814,0,86.066,72.814,0,1
fr5-blk6-a3-s2,4701811,Account2,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,2,20,20,87.41,87.41,89.93,0,[HOST_f0845cc956],9,env,,0,16,,,72.828,0,86.486,72.828,0,1
fz-blk6-a3-s2,4687509,Account2,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,fixed,1e-3,1e-3,1,1,-15:-2.3026,,na,na,2,20,20,77.56,77.56,77.6,0,[HOST_3c1b003035],17,env,,0,,,,60.458,0,74.274,60.458,0,1
p7-r18-blk6-s3,4685549,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,3,20,20,86.44,86.44,89.14,0,[HOST_bcfd0fc19c],8,env,,0,17,,,72.537,0,85.148,72.537,0,1
fz-blk6-a6-s3,4687520,Account2,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,fixed,1e-3,1e-6,1,1,-15:-2.3026,,na,na,3,20,20,12.85,12.84,12.53,0,[HOST_e223b82d71],8,env,,0,,,,11.431,0,12.512,11.431,0,1
fz-blk6-a3-s3,4687519,Account2,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,fixed,1e-3,1e-3,1,1,-15:-2.3026,,na,na,3,20,20,76.66,76.66,77.02,0,[HOST_e8d809bd94],8,env,,0,,,,60.447,0,74.546,60.447,0,1
gc-blk6-s3,4687232,Account2,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0,3,100,100,92.28,92.03,99.7,0,[HOST_03eb56b6d1],42,env,,0,17,26,37,91.946,16,92.062,86.858,1,1
p7-r18-blk6-s4,4685551,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,4,20,20,86.68,86.15,89.48,0,[HOST_7b4dd78541],8,env,,0,17,,,73.024,0,85.5,73.024,0,1
fz-blk6-a3-s4,4687529,Account2,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,fixed,1e-3,1e-3,1,1,-15:-2.3026,,na,na,4,20,20,76.11,74.85,77.6,0,[HOST_bcfd0fc19c],8,env,,0,,,,60.701,0,74.168,60.701,0,1
gc-blk6-s4,4687233,Account2,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0,4,100,100,92.05,91.99,99.64,0,[HOST_2739ecbbce],84,env,,0,19,25,46,91.782,20,91.966,86.466,1,1
fz-blk6-a6-s4,4687530,Account2,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,fixed,1e-3,1e-6,1,1,-15:-2.3026,,na,na,4,20,20,13.65,13.65,13.84,0,[HOST_2739ecbbce],16,env,,0,,,,12.685,0,13.322,12.685,0,1
p7-r18-blk6-s5,4685553,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,5,20,20,88.05,88.05,90.35,0,[HOST_2f2f29d9e1],8,env,,0,15,20,,73.544,0,86.84,73.544,0,1
p7-r18-blk6-s6,4685555,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,6,20,20,87.04,87.04,89.89,0,[HOST_e8d809bd94],8,env,,0,17,,,72.338,0,85.74,72.338,0,1
p7-r18-blk6-s7,4685557,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,7,20,20,87.08,87.08,90.29,0,[HOST_03eb56b6d1],8,env,,0,16,,,73.358,0,86.422,73.358,0,1
p7-r18-blk6-s8,4685559,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,8,20,20,88.05,88.05,90.29,0,[HOST_b0a55dfb8c],8,env,,0,14,20,,73.762,0,86.426,73.762,0,1
p7-r18-blk6-s9,4685561,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,9,20,20,87.18,87.1,90.31,0,[HOST_bcfd0fc19c],8,env,,0,16,,,73.138,0,86.598,73.138,0,1
a0h-scal-1e3_s0,4680809,Account1,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,88.28,87.98,93.87,0,[HOST_3c1b003035],91,env,,0,24,65,,87.951,0,88.12,84.067,1,1
e300-scal_s0,4680994,Account1,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,300,300,88.43,88.2,95.24,0,[HOST_03eb56b6d1],126,env,,0,24,85,,88.203,0,88.214,86.758,1,1
zv-ref-scalar,4681110,Account1,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,4,4,13.5,13.5,13.47,0,[HOST_2f2f29d9e1],1,env,,0,,,,,0,,13.127,0,1
rs-scal-3e5-s0,4700356,Account1,ResNet18,CIFAR10,100,scalar,SGDm,Lion,3e-5,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,92.43,92.2,98.01,0,[HOST_bcfd0fc19c],42,env,,0,28,43,53,91.701,21,91.682,83.483,1,1
det_a,4679318,Account1,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-6,1,?,none,,na,na,0,5,5,13.74,13.74,13.67,0,[HOST_bcfd0fc19c],2,inferred,,0,,,,,0,13.25,13.25,0,1
rs-scal-3e4-s0,4700357,Account1,ResNet18,CIFAR10,100,scalar,SGDm,Lion,3e-4,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,89.41,89.18,93.68,0,[HOST_e8d809bd94],42,env,,0,19,26,,89.213,62,89.228,84.74,1,1
p3-scal,4681082,Account1,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,20,20,84.16,84.16,86.15,0,[HOST_e8d809bd94],8,env,,0,,,,71.943,0,83.504,71.943,0,1
rs-scal-frz-s0,4700393,Account1,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-8,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,91.29,90.05,95.02,0,[HOST_3c1b003035],92,env,,0,34,45,64,90.117,35,90.694,82.075,1,1
a0L-scal-1e4_s0,4680941,Account1,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-4,1,1,-15:-2.3026,,na,na,0,100,100,87.96,87.69,93.77,0,[HOST_e8d809bd94],42,env,,0,27,,,87.726,0,87.744,81.577,1,1
det_b,4679319,Account1,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-6,1,?,none,,na,na,0,5,5,13.74,13.74,13.68,0,[HOST_bcfd0fc19c],2,inferred,,0,,,,,0,13.25,13.25,0,1
gate0d_scal_s0,4653440,Account1,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-6,1,?,none,,na,na,0,100,100,88.15,88.15,93.71,0,[HOST_3c1b003035],91,inferred,,0,39,92,,87.775,0,87.942,75.091,1,1
d2_inert,4679311,Account1,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-6,1,?,none,,na,na,0,5,5,13.73,13.73,13.68,0,[HOST_bcfd0fc19c],2,inferred,,0,,,,,0,13.25,13.25,0,1
a0h-scal-1e6_s0,4680821,Account1,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,100,100,88.07,87.58,93.56,0,[HOST_8d6ba568b8],91,env,,0,39,91,,87.809,0,87.786,75.196,1,1
a0L-scal-1e3_s0,4680937,Account1,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,88.21,88.02,94.03,0,[HOST_2f2f29d9e1],42,env,,0,24,66,,87.891,0,88.012,84.01,1,1
a0L-scal-1e6_s0,4680945,Account1,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,100,100,87.95,87.64,93.74,0,[HOST_03eb56b6d1],42,env,,0,39,,,87.725,0,87.82,75.145,1,1
sc-ResNet18-scal-s0,4683086,Account1,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,100,100,88.36,88.09,93.57,0,[HOST_2f2f29d9e1],42,env,,0,39,84,,88.017,0,88.154,75.353,1,1
rs-scal-1e5-s0,4700355,Account1,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-5,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,91.9,89.92,95.95,0,[HOST_2f2f29d9e1],42,env,,0,34,45,59,90.662,38,90.682,82.648,1,1
g1_sgdm_scal_s0,4679151,Account1,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-6,1,?,none,,na,na,0,100,100,88.27,88.0,93.57,0,[HOST_bcfd0fc19c],42,inferred,,0,39,82,,87.908,0,88.044,75.288,1,1
mx_sig_scalar_s0,4682853,Account1,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,100,100,87.74,87.67,93.5,0,[HOST_fd0c0ddbe6],44,env,,0,39,,,87.525,0,87.6,75.076,1,1
det_off,4679320,Account1,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-6,1,?,none,,na,na,0,5,5,13.75,13.75,13.66,0,[HOST_bcfd0fc19c],2,inferred,,0,,,,,0,13.25,13.25,0,1
g3_sgdmAdam_scal_s0,4679436,Account1,ResNet18,CIFAR10,100,scalar,SGDm,Adam,1e-3,1e-6,1,?,none,,na,na,0,100,100,88.45,87.97,94.12,0,[HOST_7b4dd78541],42,inferred,,0,24,55,,88.136,0,88.162,84.37,1,1
zm0-ref-scalar,4682707,Account1,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,20,20,71.39,71.39,70.68,0,[HOST_e5f7f0d5f9],19,env,,0,,,,32.588,0,62.212,32.588,0,1
v2_off,4679121,Account1,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-6,1,?,none,,na,na,0,5,5,13.75,13.75,13.67,0,[HOST_3c1b003035],4,inferred,,0,,,,,0,13.25,13.25,0,1
v_inert,4679109,Account1,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-6,1,?,none,,na,na,0,5,5,13.75,13.75,13.67,0,[HOST_3c1b003035],5,inferred,,0,,,,,0,13.25,13.25,0,1
a0h-scal-1e4_s0,4680812,Account1,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-4,1,1,-15:-2.3026,,na,na,0,100,100,88.24,87.95,94.18,0,[HOST_2739ecbbce],93,env,,0,28,66,,88.039,0,88.108,81.843,1,1
g4-sgdmAdam-scal_s0,4680740,Account2,ResNet18,CIFAR10,100,scalar,SGDm,Adam,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,100,100,88.12,87.62,94.18,0,[HOST_bcfd0fc19c],42,env,,0,23,69,,87.883,0,87.826,84.172,1,1
ms-scal-3e5-s0,4687126,Account2,ResNet18,CIFAR10,100,scalar,SGDm,Lion,3e-5,1e-6,1,1,-15:-2.3026,,na,na,0,100,100,23.05,22.7,23.14,0,[HOST_ae9488be04],46,env,,0,,,,21.415,0,22.658,16.731,1,1
fz-scal-a6-s0,4687488,Account2,ResNet18,CIFAR10,100,scalar,SGDm,fixed,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,20,20,13.71,13.71,13.8,0,[HOST_8d6ba568b8],14,env,,0,,,,13.269,0,13.518,13.269,0,1
a0A-scal-1e6_s0,4680914,Account2,ResNet18,CIFAR10,100,scalar,SGDm,Adam,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,100,100,88.46,88.04,94.12,0,[HOST_3c1b003035],91,env,,0,24,68,,88.233,0,88.22,84.292,1,1
z3-ref-scalar,4681223,Account2,ResNet18,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,20,20,84.08,83.95,86.0,0,[HOST_8d6ba568b8],18,env,,0,,,,71.977,0,83.594,71.977,0,1
msa-blk6eq-s0,4687234,Account2,ResNet18,CIFAR10,100,scalar,SGDm,Lion,3.947e-4,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,87.63,87.41,91.18,0,[HOST_2739ecbbce],91,env,,0,19,,,87.407,0,87.444,83.628,1,1
