panel_id,run_id,split,epoch_index,completed_epochs,accuracy_percent,raw_sha256,source_pointer
cau1,RUN-4945786,test,21,22,84.98,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/21
cau1,RUN-4945786,test,22,23,85.05,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/22
cau1,RUN-4945786,test,23,24,85.1,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/23
cau1,RUN-4945786,test,24,25,84.96,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/24
cau1,RUN-4945786,test,25,26,85.08,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/25
cau1,RUN-4945786,test,26,27,85.17,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/26
cau1,RUN-4945786,test,27,28,85.09,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/27
cau1,RUN-4945786,test,28,29,85.11,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/28
cau1,RUN-4945786,test,29,30,85.17,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/29
cau1,RUN-4945786,test,30,31,85.21,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/30
cau1,RUN-4945786,test,31,32,85.07,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/31
cau1,RUN-4945786,test,32,33,85.05,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/32
cau1,RUN-4945786,test,33,34,85.15,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/33
cau1,RUN-4945786,test,34,35,85.26,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/34
cau1,RUN-4945786,test,35,36,85.03,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/35
cau1,RUN-4945786,test,36,37,85.22,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/36
cau1,RUN-4945786,test,37,38,85.07,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/37
cau1,RUN-4945786,test,38,39,85.2,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/38
cau1,RUN-4945786,test,39,40,85.14,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/39
cau1,RUN-4945786,test,40,41,85.17,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/40
cau1,RUN-4945786,test,41,42,85.2,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/41
cau1,RUN-4945786,test,42,43,85.3,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/42
cau1,RUN-4945786,test,43,44,85.07,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/43
cau1,RUN-4945786,test,44,45,85.18,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/44
cau1,RUN-4945786,test,45,46,85.29,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/45
cau1,RUN-4945786,test,46,47,85.48,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/46
cau1,RUN-4945786,test,47,48,85.33,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/47
cau1,RUN-4945786,test,48,49,85.46,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/48
cau1,RUN-4945786,test,49,50,85.31,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/49
cau1,RUN-4945786,test,50,51,85.45,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/50
cau1,RUN-4945786,test,51,52,85.37,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/51
cau1,RUN-4945786,test,52,53,85.45,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/52
cau1,RUN-4945786,test,53,54,85.2,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/53
cau1,RUN-4945786,test,54,55,85.36,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/54
cau1,RUN-4945786,test,55,56,85.41,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/55
cau1,RUN-4945786,test,56,57,85.27,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/56
cau1,RUN-4945786,test,57,58,85.45,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/57
cau1,RUN-4945786,test,58,59,85.41,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/58
cau1,RUN-4945786,test,59,60,85.36,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/59
cau1,RUN-4945786,test,60,61,85.23,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/60
cau1,RUN-4945786,test,61,62,85.29,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/61
cau1,RUN-4945786,test,62,63,85.44,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/62
cau1,RUN-4945786,test,63,64,85.44,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/63
cau1,RUN-4945786,test,64,65,85.55,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/64
cau1,RUN-4945786,test,65,66,85.36,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/65
cau1,RUN-4945786,test,66,67,85.48,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/66
cau1,RUN-4945786,test,67,68,85.26,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/67
cau1,RUN-4945786,test,68,69,85.42,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/68
cau1,RUN-4945786,test,69,70,85.6,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/69
cau1,RUN-4945786,test,70,71,85.44,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/70
cau1,RUN-4945786,test,71,72,85.52,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/71
cau1,RUN-4945786,test,72,73,85.42,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/72
cau1,RUN-4945786,test,73,74,85.34,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/73
cau1,RUN-4945786,test,74,75,85.37,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/74
cau1,RUN-4945786,test,75,76,85.33,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/75
cau1,RUN-4945786,test,76,77,85.35,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/76
cau1,RUN-4945786,test,77,78,85.52,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/77
cau1,RUN-4945786,test,78,79,85.46,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/78
cau1,RUN-4945786,test,79,80,85.44,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/79
cau1,RUN-4945786,test,80,81,85.42,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/80
cau1,RUN-4945786,test,81,82,85.4,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/81
cau1,RUN-4945786,test,82,83,85.42,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/82
cau1,RUN-4945786,test,83,84,85.49,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/83
cau1,RUN-4945786,test,84,85,85.52,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/84
cau1,RUN-4945786,test,85,86,85.28,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/85
cau1,RUN-4945786,test,86,87,85.53,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/86
cau1,RUN-4945786,test,87,88,85.47,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/87
cau1,RUN-4945786,test,88,89,85.48,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/88
cau1,RUN-4945786,test,89,90,85.28,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/89
cau1,RUN-4945786,test,90,91,85.41,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/90
cau1,RUN-4945786,test,91,92,85.35,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/91
cau1,RUN-4945786,test,92,93,85.45,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/92
cau1,RUN-4945786,test,93,94,85.49,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/93
cau1,RUN-4945786,test,94,95,85.52,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/94
cau1,RUN-4945786,test,95,96,85.5,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/95
cau1,RUN-4945786,test,96,97,85.37,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/96
cau1,RUN-4945786,test,97,98,85.49,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/97
cau1,RUN-4945786,test,98,99,85.43,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/98
cau1,RUN-4945786,test,99,100,85.66,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/test_curve/99
cau1,RUN-4945786,train,0,1,41.77,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/0
cau1,RUN-4945786,train,1,2,65.49,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/1
cau1,RUN-4945786,train,2,3,76.63,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/2
cau1,RUN-4945786,train,3,4,83.64,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/3
cau1,RUN-4945786,train,4,5,88.66,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/4
cau1,RUN-4945786,train,5,6,92.69,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/5
cau1,RUN-4945786,train,6,7,95.39,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/6
cau1,RUN-4945786,train,7,8,97.21,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/7
cau1,RUN-4945786,train,8,9,97.99,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/8
cau1,RUN-4945786,train,9,10,98.53,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/9
cau1,RUN-4945786,train,10,11,98.98,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/10
cau1,RUN-4945786,train,11,12,99.46,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/11
cau1,RUN-4945786,train,12,13,99.76,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/12
cau1,RUN-4945786,train,13,14,99.95,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/13
cau1,RUN-4945786,train,14,15,100.0,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/14
cau1,RUN-4945786,train,15,16,100.0,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/15
cau1,RUN-4945786,train,16,17,100.0,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/16
cau1,RUN-4945786,train,17,18,100.0,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/17
cau1,RUN-4945786,train,18,19,100.0,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/18
cau1,RUN-4945786,train,19,20,100.0,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/19
cau1,RUN-4945786,train,20,21,100.0,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/20
cau1,RUN-4945786,train,21,22,100.0,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/21
cau1,RUN-4945786,train,22,23,100.0,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/22
cau1,RUN-4945786,train,23,24,100.0,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/23
cau1,RUN-4945786,train,24,25,100.0,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/24
cau1,RUN-4945786,train,25,26,100.0,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/25
cau1,RUN-4945786,train,26,27,100.0,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/26
cau1,RUN-4945786,train,27,28,100.0,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/27
cau1,RUN-4945786,train,28,29,100.0,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/28
cau1,RUN-4945786,train,29,30,100.0,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/29
cau1,RUN-4945786,train,30,31,100.0,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/30
cau1,RUN-4945786,train,31,32,100.0,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/31
cau1,RUN-4945786,train,32,33,100.0,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/32
cau1,RUN-4945786,train,33,34,100.0,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/33
cau1,RUN-4945786,train,34,35,100.0,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/34
cau1,RUN-4945786,train,35,36,100.0,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/35
cau1,RUN-4945786,train,36,37,100.0,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/36
cau1,RUN-4945786,train,37,38,100.0,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/37
cau1,RUN-4945786,train,38,39,100.0,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/38
cau1,RUN-4945786,train,39,40,100.0,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/39
cau1,RUN-4945786,train,40,41,100.0,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/40
cau1,RUN-4945786,train,41,42,100.0,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/41
cau1,RUN-4945786,train,42,43,100.0,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/42
cau1,RUN-4945786,train,43,44,100.0,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/43
cau1,RUN-4945786,train,44,45,100.0,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/44
cau1,RUN-4945786,train,45,46,100.0,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/45
cau1,RUN-4945786,train,46,47,100.0,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/46
cau1,RUN-4945786,train,47,48,100.0,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/47
cau1,RUN-4945786,train,48,49,100.0,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/48
cau1,RUN-4945786,train,49,50,100.0,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/49
cau1,RUN-4945786,train,50,51,100.0,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/50
cau1,RUN-4945786,train,51,52,100.0,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/51
cau1,RUN-4945786,train,52,53,100.0,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/52
cau1,RUN-4945786,train,53,54,100.0,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/53
cau1,RUN-4945786,train,54,55,100.0,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/54
cau1,RUN-4945786,train,55,56,100.0,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/55
cau1,RUN-4945786,train,56,57,100.0,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/56
cau1,RUN-4945786,train,57,58,100.0,0777024285bf99133b681918d1940e4d21311b63f1f4bc9d046b6a4bffdfb508,/panels/cau1/cells/0/runs/0/train_curve/57
