measurement_id,run_id,metric,split,units,value,start_epoch_index,end_epoch_index_exclusive,window_records,window_basis,actual_epochs_parsed,terminal_window,job_id,seed,raw_sha256,raw_paths,source_fields,source_pointers,contexts,panels
MEAS-0c09c34b67da7138,RUN-4700640,plateau5,test,accuracy_percent,91.62,95,100,5,parsed raw epoch count,100,True,4700640,1,ff8584e18ebde2f94bfa6f04a2268877cf145e271bb319278bfcbc5092e98da4,"[""archive/Account1/runs/i3a-3e4-s1-4700640.out""]","[""plateau5""]","[""/panels/alpha0_robustness/cells/3/runs/1/plateau5"",""/panels/schedule_controls/verified_counterweight/cells/0/runs/1/plateau5""]","[""OCC-d04e325f093de499"",""OCC-d172ad0bfaf038b7""]","[""alpha0_robustness"",""schedule_controls""]"
MEAS-ab85fe44d69bcacf,RUN-4700654,plateau5,test,accuracy_percent,91.948,95,100,5,parsed raw epoch count,100,True,4700654,2,c1a025096982265f178ef69c1d1b5741ca0d354f3b1ec60641967c0d81a89071,"[""archive/Account2/runs/i3a-3e4-s2-4700654.out""]","[""plateau5""]","[""/panels/alpha0_robustness/cells/3/runs/2/plateau5"",""/panels/schedule_controls/verified_counterweight/cells/0/runs/2/plateau5""]","[""OCC-d04e325f093de499"",""OCC-d172ad0bfaf038b7""]","[""alpha0_robustness"",""schedule_controls""]"
MEAS-045f41684ed79f3c,RUN-4700628,plateau5,test,accuracy_percent,88.852,95,100,5,parsed raw epoch count,100,True,4700628,0,49ef8f1d0a89fa50e995817add6a6fd37a49c66eba4b3dd2e7811ad6d440a040,"[""archive/Account1/runs/i3a-1e3-s0-4700628.out""]","[""plateau5""]","[""/panels/alpha0_robustness/cells/4/runs/0/plateau5""]","[""OCC-48a75d7f77ae35d9""]","[""alpha0_robustness""]"
MEAS-09f8ad45bd0827bc,RUN-4700642,plateau5,test,accuracy_percent,89.248,95,100,5,parsed raw epoch count,100,True,4700642,1,389b1ab81141fe2e8ffc7cec39914ad61283a167b50313f28bdcde382c326e6d,"[""archive/Account1/runs/i3a-1e3-s1-4700642.out""]","[""plateau5""]","[""/panels/alpha0_robustness/cells/4/runs/1/plateau5""]","[""OCC-48a75d7f77ae35d9""]","[""alpha0_robustness""]"
MEAS-bc52f4e92cbfa4a2,RUN-4700656,plateau5,test,accuracy_percent,90.158,95,100,5,parsed raw epoch count,100,True,4700656,2,235f9d734eeedfddb77de1666b76adb6b063ab44b62b2979560beae8aca07155,"[""archive/Account2/runs/i3a-1e3-s2-4700656.out""]","[""plateau5""]","[""/panels/alpha0_robustness/cells/4/runs/2/plateau5""]","[""OCC-48a75d7f77ae35d9""]","[""alpha0_robustness""]"
MEAS-ff59fd3d01805bbe,RUN-4700630,plateau5,test,accuracy_percent,68.59,95,100,5,parsed raw epoch count,100,True,4700630,0,f423159bdb0117151b8e6c46599180d1c82df14bc9e14945612751c627839e14,"[""archive/Account1/runs/i3a-1e2-s0-4700630.out""]","[""plateau5""]","[""/panels/alpha0_robustness/cells/5/runs/0/plateau5""]","[""OCC-94db506f21286341""]","[""alpha0_robustness""]"
MEAS-56d44422dfae69b7,RUN-4700644,plateau5,test,accuracy_percent,68.548,95,100,5,parsed raw epoch count,100,True,4700644,1,dcc6b2ae1e03299e2ca2193d8bd9d4fc0fa4a3e59d7dab13a92c3e63d89b1ad4,"[""archive/Account1/runs/i3a-1e2-s1-4700644.out""]","[""plateau5""]","[""/panels/alpha0_robustness/cells/5/runs/1/plateau5""]","[""OCC-94db506f21286341""]","[""alpha0_robustness""]"
MEAS-d6e3cb690f8ae082,RUN-4700658,plateau5,test,accuracy_percent,74.466,95,100,5,parsed raw epoch count,100,True,4700658,2,4faaae28ec11cac3919a2d1b1af5b9c06c6fc0a4be9cc446b9d3709cb6492bfb,"[""archive/Account2/runs/i3a-1e2-s2-4700658.out""]","[""plateau5""]","[""/panels/alpha0_robustness/cells/5/runs/2/plateau5""]","[""OCC-94db506f21286341""]","[""alpha0_robustness""]"
MEAS-f9ebc0e3b39baa8e,RUN-4700632,plateau5,test,accuracy_percent,12.586,95,100,5,parsed raw epoch count,100,True,4700632,0,d2a82a38fb17c91e90520e2888ef77c376fe0465ff587a385de2c7dd028c16ab,"[""archive/Account1/runs/i3a-1e1-s0-4700632.out""]","[""plateau5""]","[""/panels/alpha0_robustness/cells/6/runs/0/plateau5""]","[""OCC-ee94ee86d4bc8d60""]","[""alpha0_robustness""]"
MEAS-16e600eb5d4ce17f,RUN-4700646,plateau5,test,accuracy_percent,10.0,95,100,5,parsed raw epoch count,100,True,4700646,1,623f359af09b7f618424b2d0e58d84b54b79639e7f92d62a52341786491947fc,"[""archive/Account1/runs/i3a-1e1-s1-4700646.out""]","[""plateau5""]","[""/panels/alpha0_robustness/cells/6/runs/1/plateau5""]","[""OCC-ee94ee86d4bc8d60""]","[""alpha0_robustness""]"
MEAS-9d074f14726fe611,RUN-4700660,plateau5,test,accuracy_percent,16.226,95,100,5,parsed raw epoch count,100,True,4700660,2,87420df42f59502fb1fbe16991be6414cbc9ea08ff4e23856f637d595f7a89b4,"[""archive/Account2/runs/i3a-1e1-s2-4700660.out""]","[""plateau5""]","[""/panels/alpha0_robustness/cells/6/runs/2/plateau5""]","[""OCC-ee94ee86d4bc8d60""]","[""alpha0_robustness""]"
MEAS-8734e38e59cc8db5,RUN-4700621,plateau5,test,accuracy_percent,91.648,95,100,5,parsed raw epoch count,100,True,4700621,0,706f844e2a5ef37fe215e169dbe84649f9301dc875410b66f13fa62183b9025f,"[""archive/Account1/runs/i3b-1e6-s0-4700621.out""]","[""plateau5""]","[""/panels/alpha0_robustness/cells/7/runs/0/plateau5""]","[""OCC-0de18a59532b891d""]","[""alpha0_robustness""]"
MEAS-3e9917a34362cc54,RUN-4700635,plateau5,test,accuracy_percent,91.41,95,100,5,parsed raw epoch count,100,True,4700635,1,027a70dacf28eabbd6fd22cfd7b8be409e66c04804a7e8ef58c890b966997ddf,"[""archive/Account1/runs/i3b-1e6-s1-4700635.out""]","[""plateau5""]","[""/panels/alpha0_robustness/cells/7/runs/1/plateau5""]","[""OCC-0de18a59532b891d""]","[""alpha0_robustness""]"
MEAS-481449b8cc8f9111,RUN-4700649,plateau5,test,accuracy_percent,91.714,95,100,5,parsed raw epoch count,100,True,4700649,2,9fa2bbcdbd27832533e16adb0d5a161c352a07822f9936a3aecced94b6746375,"[""archive/Account2/runs/i3b-1e6-s2-4700649.out""]","[""plateau5""]","[""/panels/alpha0_robustness/cells/7/runs/2/plateau5""]","[""OCC-0de18a59532b891d""]","[""alpha0_robustness""]"
MEAS-064c4ee7064db1fd,RUN-4700623,plateau5,test,accuracy_percent,91.75,95,100,5,parsed raw epoch count,100,True,4700623,0,b2cf218e522cfb5fd39fb9bef9e445617faf26685623d89422acc0f0257d7ff1,"[""archive/Account1/runs/i3b-1e5-s0-4700623.out""]","[""plateau5""]","[""/panels/alpha0_robustness/cells/8/runs/0/plateau5""]","[""OCC-23080352e5be872d""]","[""alpha0_robustness""]"
MEAS-0480efb51ce66bd5,RUN-4700637,plateau5,test,accuracy_percent,91.322,95,100,5,parsed raw epoch count,100,True,4700637,1,5e56989a81b3538e3ccc31c4833a84dc6e640c1634f68e3991d7ae85ef87594f,"[""archive/Account1/runs/i3b-1e5-s1-4700637.out""]","[""plateau5""]","[""/panels/alpha0_robustness/cells/8/runs/1/plateau5""]","[""OCC-23080352e5be872d""]","[""alpha0_robustness""]"
MEAS-4390fafe9c95b48b,RUN-4700651,plateau5,test,accuracy_percent,91.592,95,100,5,parsed raw epoch count,100,True,4700651,2,afc98f1af3e773b2c174c4428985295af90cecef3062cc5feae3337c1aa25ccf,"[""archive/Account2/runs/i3b-1e5-s2-4700651.out""]","[""plateau5""]","[""/panels/alpha0_robustness/cells/8/runs/2/plateau5""]","[""OCC-23080352e5be872d""]","[""alpha0_robustness""]"
MEAS-9df4fa3df587c7c7,RUN-4700625,plateau5,test,accuracy_percent,91.672,95,100,5,parsed raw epoch count,100,True,4700625,0,60d45d121a7fbbe686fe4769fa5dccb680c01e095cb8975884377029e5f12dc4,"[""archive/Account1/runs/i3b-1e4-s0-4700625.out""]","[""plateau5""]","[""/panels/alpha0_robustness/cells/9/runs/0/plateau5""]","[""OCC-0469e1ea5497655c""]","[""alpha0_robustness""]"
MEAS-0660b8d64b99dc39,RUN-4700639,plateau5,test,accuracy_percent,92.21,95,100,5,parsed raw epoch count,100,True,4700639,1,92b232dd9fc478d7b0aff83658e22b106886fe9a01d51dd02495be834c3366a8,"[""archive/Account1/runs/i3b-1e4-s1-4700639.out""]","[""plateau5""]","[""/panels/alpha0_robustness/cells/9/runs/1/plateau5""]","[""OCC-0469e1ea5497655c""]","[""alpha0_robustness""]"
MEAS-ae0d0d6f9871a523,RUN-4700653,plateau5,test,accuracy_percent,91.606,95,100,5,parsed raw epoch count,100,True,4700653,2,a485402d2ddaf548322c3707426c32a40046c7c23cbff63f76ee16d97a9eb916,"[""archive/Account2/runs/i3b-1e4-s2-4700653.out""]","[""plateau5""]","[""/panels/alpha0_robustness/cells/9/runs/2/plateau5""]","[""OCC-0469e1ea5497655c""]","[""alpha0_robustness""]"
MEAS-7187e202f1e06e61,RUN-4700627,plateau5,test,accuracy_percent,93.194,95,100,5,parsed raw epoch count,100,True,4700627,0,0d6c349f2a2f5a32be2d7cedb076b123b62b72a0a1d54b4ccebeede769d32354,"[""archive/Account1/runs/i3b-3e4-s0-4700627.out""]","[""plateau5""]","[""/panels/alpha0_robustness/cells/10/runs/0/plateau5"",""/panels/schedule_controls/verified_counterweight/cells/1/runs/0/plateau5""]","[""OCC-ed97a5f1d24dd024"",""OCC-f97f854e957efd07""]","[""alpha0_robustness"",""schedule_controls""]"
MEAS-084911e59d4b385f,RUN-4700641,plateau5,test,accuracy_percent,93.284,95,100,5,parsed raw epoch count,100,True,4700641,1,42f80180bc92df1cdd88bf75f9fc738a2f95501acd2d98186ed2e840a1221680,"[""archive/Account1/runs/i3b-3e4-s1-4700641.out""]","[""plateau5""]","[""/panels/alpha0_robustness/cells/10/runs/1/plateau5"",""/panels/schedule_controls/verified_counterweight/cells/1/runs/1/plateau5""]","[""OCC-ed97a5f1d24dd024"",""OCC-f97f854e957efd07""]","[""alpha0_robustness"",""schedule_controls""]"
MEAS-028b550dac8545d4,RUN-4700655,plateau5,test,accuracy_percent,93.474,95,100,5,parsed raw epoch count,100,True,4700655,2,69f878696bef54420859c58e6d3211ac19263184f894af8f14c0e47ad7978fc6,"[""archive/Account2/runs/i3b-3e4-s2-4700655.out""]","[""plateau5""]","[""/panels/alpha0_robustness/cells/10/runs/2/plateau5"",""/panels/schedule_controls/verified_counterweight/cells/1/runs/2/plateau5""]","[""OCC-ed97a5f1d24dd024"",""OCC-f97f854e957efd07""]","[""alpha0_robustness"",""schedule_controls""]"
MEAS-bd6caae0b5245edf,RUN-4700629,plateau5,test,accuracy_percent,92.19,95,100,5,parsed raw epoch count,100,True,4700629,0,83577e1e576f9f0a3a5af6b3855374acd18f1756eef7a3c5f448adb44d2f076b,"[""archive/Account1/runs/i3b-1e3-s0-4700629.out""]","[""plateau5""]","[""/panels/alpha0_robustness/cells/11/runs/0/plateau5""]","[""OCC-f11379db8ed56687""]","[""alpha0_robustness""]"
MEAS-1f39c13031990513,RUN-4700643,plateau5,test,accuracy_percent,92.216,95,100,5,parsed raw epoch count,100,True,4700643,1,593cda8123a68197f7bbd9e06c0f7d90e1277e78388e8836739c92155624ae29,"[""archive/Account1/runs/i3b-1e3-s1-4700643.out""]","[""plateau5""]","[""/panels/alpha0_robustness/cells/11/runs/1/plateau5""]","[""OCC-f11379db8ed56687""]","[""alpha0_robustness""]"
MEAS-8197eaddf968171c,RUN-4700657,plateau5,test,accuracy_percent,92.222,95,100,5,parsed raw epoch count,100,True,4700657,2,49a7f5db8e3feb5c54e7869cf41cc124cc6baf25863a71f605298d9798d01fdc,"[""archive/Account2/runs/i3b-1e3-s2-4700657.out""]","[""plateau5""]","[""/panels/alpha0_robustness/cells/11/runs/2/plateau5""]","[""OCC-f11379db8ed56687""]","[""alpha0_robustness""]"
MEAS-f6636e6b3a8cd105,RUN-4700631,plateau5,test,accuracy_percent,90.208,95,100,5,parsed raw epoch count,100,True,4700631,0,b95080d723782d7e5bd81558449cf5cb734a05dc432aebd9b832f74d5c5579f1,"[""archive/Account1/runs/i3b-1e2-s0-4700631.out""]","[""plateau5""]","[""/panels/alpha0_robustness/cells/12/runs/0/plateau5""]","[""OCC-13f2a4d494ca1f11""]","[""alpha0_robustness""]"
MEAS-b83196f943a3864f,RUN-4700645,plateau5,test,accuracy_percent,89.958,95,100,5,parsed raw epoch count,100,True,4700645,1,cae2f5111f633b90e5fea1791f7fa93c9f3d272feaf08f1c944f315943453ef5,"[""archive/Account1/runs/i3b-1e2-s1-4700645.out""]","[""plateau5""]","[""/panels/alpha0_robustness/cells/12/runs/1/plateau5""]","[""OCC-13f2a4d494ca1f11""]","[""alpha0_robustness""]"
MEAS-e7aee1271cb64974,RUN-4700659,plateau5,test,accuracy_percent,90.098,95,100,5,parsed raw epoch count,100,True,4700659,2,0c7ca773c4167070efcd8aa08f1a7fa32899769b635af497ea9c82afc0252fce,"[""archive/Account2/runs/i3b-1e2-s2-4700659.out""]","[""plateau5""]","[""/panels/alpha0_robustness/cells/12/runs/2/plateau5""]","[""OCC-13f2a4d494ca1f11""]","[""alpha0_robustness""]"
MEAS-a8b02809b4e35951,RUN-4700633,plateau5,test,accuracy_percent,86.994,95,100,5,parsed raw epoch count,100,True,4700633,0,e02ae90bc954538a79fb2a37c374730a7244ccd5b24d3344232bc465ecc4c146,"[""archive/Account1/runs/i3b-1e1-s0-4700633.out""]","[""plateau5""]","[""/panels/alpha0_robustness/cells/13/runs/0/plateau5""]","[""OCC-28341680172bc77f""]","[""alpha0_robustness""]"
MEAS-9e4c38019f6925b8,RUN-4700647,plateau5,test,accuracy_percent,80.468,95,100,5,parsed raw epoch count,100,True,4700647,1,7bb6d3ba8b0c905c1dad79bd834282a1ff0aa079f9d4a1b5e101c9ae6fb70eca,"[""archive/Account1/runs/i3b-1e1-s1-4700647.out""]","[""plateau5""]","[""/panels/alpha0_robustness/cells/13/runs/1/plateau5""]","[""OCC-28341680172bc77f""]","[""alpha0_robustness""]"
MEAS-a41cb7debee94cca,RUN-4700661,plateau5,test,accuracy_percent,10.0,95,100,5,parsed raw epoch count,100,True,4700661,2,c3afb8c83d989f7349b113036b42c1cdcafdf00f57e0c7fe79f9001aff9bc33a,"[""archive/Account2/runs/i3b-1e1-s2-4700661.out""]","[""plateau5""]","[""/panels/alpha0_robustness/cells/13/runs/2/plateau5""]","[""OCC-28341680172bc77f""]","[""alpha0_robustness""]"
MEAS-0d8491e6a9b7c7f8,RUN-4700694,plateau5,test,accuracy_percent,63.594,95,100,5,parsed raw epoch count,100,True,4700694,0,492555e6d324fa736f7d4a6d7adbad77408a25f24fda6a94646c9931abb03942,"[""archive/Account1/runs/i3c-1e6-s0-4700694.out""]","[""plateau5""]","[""/panels/alpha0_robustness/cells/14/runs/0/plateau5""]","[""OCC-7f1184083ee9e446""]","[""alpha0_robustness""]"
MEAS-66264cafbc3ea33f,RUN-4700695,plateau5,test,accuracy_percent,62.77,95,100,5,parsed raw epoch count,100,True,4700695,1,d37c1780d3bae6b2ac7f2821aea2aac2559ef597330f6ddb88f0b6ea0f7bb227,"[""archive/Account1/runs/i3c-1e6-s1-4700695.out""]","[""plateau5""]","[""/panels/alpha0_robustness/cells/14/runs/1/plateau5""]","[""OCC-7f1184083ee9e446""]","[""alpha0_robustness""]"
MEAS-267700ad9388f4ca,RUN-4700696,plateau5,test,accuracy_percent,63.9,95,100,5,parsed raw epoch count,100,True,4700696,2,89219d9c68e59af5ced7d758361c45b12e61e3cf89c4c5ff2f2c54ad2d474ec7,"[""archive/Account1/runs/i3c-1e6-s2-4700696.out""]","[""plateau5""]","[""/panels/alpha0_robustness/cells/14/runs/2/plateau5""]","[""OCC-7f1184083ee9e446""]","[""alpha0_robustness""]"
MEAS-a8e32cbd4e16f127,RUN-4700534,plateau5,test,accuracy_percent,84.008,95,100,5,parsed raw epoch count,100,True,4700534,0,50cd61edbaece3f030c81f46c1715fec7a2ef48235f05c5d39ede16c38d88338,"[""archive/Account1/runs/SW-1e-5-s0-4700534.out""]","[""plateau5""]","[""/panels/alpha0_robustness/cells/15/runs/0/plateau5"",""/panels/schedule_controls/cells_by_family/cosine_SW/3/runs/0/plateau5""]","[""OCC-4ee0cfd44cf6aa8d"",""OCC-74fe7413d0aaf76f""]","[""alpha0_robustness"",""schedule_controls""]"
MEAS-5a594cef91a4d693,RUN-4700535,plateau5,test,accuracy_percent,83.82,95,100,5,parsed raw epoch count,100,True,4700535,1,846681c9bb45da10b4f7ad982a168891f7a690d6e9c7d53fc2bba149a05934c5,"[""archive/Account1/runs/SW-1e-5-s1-4700535.out""]","[""plateau5""]","[""/panels/alpha0_robustness/cells/15/runs/1/plateau5"",""/panels/schedule_controls/cells_by_family/cosine_SW/3/runs/1/plateau5""]","[""OCC-4ee0cfd44cf6aa8d"",""OCC-74fe7413d0aaf76f""]","[""alpha0_robustness"",""schedule_controls""]"
MEAS-e85b80b6a714a7b1,RUN-4700538,plateau5,test,accuracy_percent,93.234,95,100,5,parsed raw epoch count,100,True,4700538,0,b2ec928260fd6a4db5964d4a39dfcd64c673ea86eed0caa8ee142e23eb50e89e,"[""archive/Account1/runs/SW-1e-4-s0-4700538.out""]","[""plateau5""]","[""/panels/alpha0_robustness/cells/16/runs/0/plateau5"",""/panels/schedule_controls/cells_by_family/cosine_SW/2/runs/0/plateau5""]","[""OCC-bb237e015f669b9e"",""OCC-cd8f8dd00b0c00f9""]","[""alpha0_robustness"",""schedule_controls""]"
MEAS-62cb41460f4ec627,RUN-4700539,plateau5,test,accuracy_percent,92.974,95,100,5,parsed raw epoch count,100,True,4700539,1,54894f3c8f872946d8b7ea6d9d86e0afa8c3da8294548180a3c627194652608d,"[""archive/Account1/runs/SW-1e-4-s1-4700539.out""]","[""plateau5""]","[""/panels/alpha0_robustness/cells/16/runs/1/plateau5"",""/panels/schedule_controls/cells_by_family/cosine_SW/2/runs/1/plateau5""]","[""OCC-bb237e015f669b9e"",""OCC-cd8f8dd00b0c00f9""]","[""alpha0_robustness"",""schedule_controls""]"
MEAS-1d0b00a7695721e7,RUN-4700700,plateau5,test,accuracy_percent,92.878,95,100,5,parsed raw epoch count,100,True,4700700,2,2f33d3cbe9b7fa3404d2912bf6d3bf38a8a2e6309e597bb48fa87a951b85d9c1,"[""archive/Account1/runs/i3c-1e4-s2-4700700.out""]","[""plateau5""]","[""/panels/alpha0_robustness/cells/16/runs/2/plateau5""]","[""OCC-bb237e015f669b9e""]","[""alpha0_robustness""]"
MEAS-24e8fc691cd7a531,RUN-4700701,plateau5,test,accuracy_percent,93.008,95,100,5,parsed raw epoch count,100,True,4700701,3,09263407b631d151d69a8c07f2e440829a29b3e3c8e313e05f4f8e67985835e3,"[""archive/Account1/runs/i3c-1e4-s3-4700701.out""]","[""plateau5""]","[""/panels/alpha0_robustness/cells/16/runs/3/plateau5""]","[""OCC-bb237e015f669b9e""]","[""alpha0_robustness""]"
MEAS-629557836f7041f8,RUN-4700540,plateau5,test,accuracy_percent,94.16,95,100,5,parsed raw epoch count,100,True,4700540,0,fd9be42fab5a76e29dd6c18b0f7465cba7bae60f03340b93c7e0f8ba941b29c6,"[""archive/Account1/runs/SW-3e-4-s0-4700540.out""]","[""plateau5""]","[""/panels/alpha0_robustness/cells/17/runs/0/plateau5"",""/panels/schedule_controls/cells_by_family/cosine_SW/5/runs/0/plateau5""]","[""OCC-01db291be0f3a136"",""OCC-bb576a6c3797338b""]","[""alpha0_robustness"",""schedule_controls""]"
MEAS-dde6ff884f565eb2,RUN-4700541,plateau5,test,accuracy_percent,93.998,95,100,5,parsed raw epoch count,100,True,4700541,1,10fcdd92aa2951555796a7f140ef2629aea8f5b7c8110cba295c49b637ae3566,"[""archive/Account1/runs/SW-3e-4-s1-4700541.out""]","[""plateau5""]","[""/panels/alpha0_robustness/cells/17/runs/1/plateau5"",""/panels/schedule_controls/cells_by_family/cosine_SW/5/runs/1/plateau5""]","[""OCC-01db291be0f3a136"",""OCC-bb576a6c3797338b""]","[""alpha0_robustness"",""schedule_controls""]"
MEAS-40d788032e1b8707,RUN-4700702,plateau5,test,accuracy_percent,93.88,95,100,5,parsed raw epoch count,100,True,4700702,2,ddc0bf619f9b55c3c9247c4a91046099e1dc2669eacf73ca0c3f7b8e6e7a5bff,"[""archive/Account1/runs/i3c-3e4-s2-4700702.out""]","[""plateau5""]","[""/panels/alpha0_robustness/cells/17/runs/2/plateau5""]","[""OCC-bb576a6c3797338b""]","[""alpha0_robustness""]"
MEAS-c5b94d85cd3c07d9,RUN-4700542,plateau5,test,accuracy_percent,94.2,95,100,5,parsed raw epoch count,100,True,4700542,0,5085b3fc065309f93bd1e95e71e1e946f26f6c2f8fcd5cc8aa3e97d0f968365b,"[""archive/Account1/runs/SW-1e-3-s0-4700542.out""]","[""plateau5""]","[""/panels/alpha0_robustness/cells/18/runs/0/plateau5"",""/panels/schedule_controls/cells_by_family/cosine_SW/1/runs/0/plateau5""]","[""OCC-133c495f9867dc92"",""OCC-f6dc4e0155132142""]","[""alpha0_robustness"",""schedule_controls""]"
MEAS-2bf16c991d3914ba,RUN-4700543,plateau5,test,accuracy_percent,94.256,95,100,5,parsed raw epoch count,100,True,4700543,1,fae2e6c91f966a7d3ad79675a5c207f0147b11fe2a2507902a412b23ca62f39a,"[""archive/Account1/runs/SW-1e-3-s1-4700543.out""]","[""plateau5""]","[""/panels/alpha0_robustness/cells/18/runs/1/plateau5"",""/panels/schedule_controls/cells_by_family/cosine_SW/1/runs/1/plateau5""]","[""OCC-133c495f9867dc92"",""OCC-f6dc4e0155132142""]","[""alpha0_robustness"",""schedule_controls""]"
MEAS-be73440eef191a81,RUN-4700703,plateau5,test,accuracy_percent,94.5,95,100,5,parsed raw epoch count,100,True,4700703,2,181e957e92c2965b67bb7dcedda8fbc04b685a30e1894bfb62a2eaad238e482d,"[""archive/Account1/runs/i3c-1e3-s2-4700703.out""]","[""plateau5""]","[""/panels/alpha0_robustness/cells/18/runs/2/plateau5""]","[""OCC-f6dc4e0155132142""]","[""alpha0_robustness""]"
MEAS-d320efbcf36dffc0,RUN-4700546,plateau5,test,accuracy_percent,93.756,95,100,5,parsed raw epoch count,100,True,4700546,0,825c8d0a69b646fe062f50f878aa1b40d1a3975d822bee92e2a844fe2828167f,"[""archive/Account1/runs/SW-1e-2-s0-4700546.out""]","[""plateau5""]","[""/panels/alpha0_robustness/cells/19/runs/0/plateau5"",""/panels/schedule_controls/cells_by_family/cosine_SW/0/runs/0/plateau5""]","[""OCC-76879d2129cf22d2"",""OCC-9235134025cc51ce""]","[""alpha0_robustness"",""schedule_controls""]"
