check_kind,source_pointer,field,reported,recomputed,absolute_difference,tolerance,status
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/1/auc_raw,sem,1.3360798695354175,1.3360798695354175,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/1/auc_raw,min,75.9188,75.9188,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/1/auc_raw,max,80.1328,80.1328,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/2/plateau5,n,3,3,0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/2/plateau5,mean,91.39133333333334,91.39133333333334,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/2/plateau5,sd,0.08305018563093401,0.08305018563093401,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/2/plateau5,sem,0.047949047030268144,0.047949047030268144,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/2/plateau5,min,91.296,91.296,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/2/plateau5,max,91.448,91.448,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/2/plateau20,n,3,3,0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/2/plateau20,mean,91.34566666666667,91.34566666666667,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/2/plateau20,sd,0.07918543637142925,0.07918543637142925,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/2/plateau20,sem,0.04571773300494266,0.04571773300494266,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/2/plateau20,min,91.256,91.256,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/2/plateau20,max,91.406,91.406,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/2/train_plateau5,n,3,3,0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/2/train_plateau5,mean,99.04333333333332,99.04333333333332,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/2/train_plateau5,sd,0.05658032638058273,0.05658032638058273,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/2/train_plateau5,sem,0.03266666666666632,0.03266666666666632,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/2/train_plateau5,min,98.978,98.978,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/2/train_plateau5,max,99.076,99.076,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/2/auc_raw,n,3,3,0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/2/auc_raw,mean,87.92563333333334,87.92563333333334,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/2/auc_raw,sd,1.70250385119486,1.70250385119486,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/2/auc_raw,sem,0.982941056783727,0.982941056783727,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/2/auc_raw,min,85.9612,85.9612,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/2/auc_raw,max,88.9732,88.9732,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/3/plateau5,n,3,3,0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/3/plateau5,mean,91.76666666666667,91.76666666666667,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/3/plateau5,sd,0.16672532301162735,0.16672532301162735,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/3/plateau5,sem,0.09625891012149036,0.09625891012149036,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/3/plateau5,min,91.62,91.62,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/3/plateau5,max,91.948,91.948,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/3/plateau20,n,3,3,0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/3/plateau20,mean,91.796,91.796,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/3/plateau20,sd,0.1698322701962084,0.1698322701962084,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/3/plateau20,sem,0.09805270691486617,0.09805270691486617,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/3/plateau20,min,91.662,91.662,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/3/plateau20,max,91.987,91.987,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/3/train_plateau5,n,3,3,0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/3/train_plateau5,mean,98.722,98.722,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/3/train_plateau5,sd,0.03104834939251909,0.03104834939251909,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/3/train_plateau5,sem,0.017925772879664452,0.017925772879664452,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/3/train_plateau5,min,98.69,98.69,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/3/train_plateau5,max,98.752,98.752,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/3/auc_raw,n,3,3,0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/3/auc_raw,mean,89.11806666666666,89.11806666666666,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/3/auc_raw,sd,1.065312115454119,1.065312115454119,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/3/auc_raw,sem,0.6150582366284053,0.6150582366284053,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/3/auc_raw,min,87.8891,87.8891,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/3/auc_raw,max,89.7786,89.7786,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/4/plateau5,n,3,3,0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/4/plateau5,mean,89.41933333333334,89.41933333333334,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/4/plateau5,sd,0.6696456774543769,0.6696456774543769,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/4/plateau5,sem,0.3866201121399538,0.3866201121399538,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/4/plateau5,min,88.852,88.852,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/4/plateau5,max,90.158,90.158,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/4/plateau20,n,3,3,0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/4/plateau20,mean,89.87933333333334,89.87933333333334,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/4/plateau20,sd,0.3141040167418029,0.3141040167418029,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/4/plateau20,sem,0.1813480386194226,0.1813480386194226,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/4/plateau20,min,89.694,89.694,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/4/plateau20,max,90.242,90.242,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/4/train_plateau5,n,3,3,0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/4/train_plateau5,mean,96.33733333333333,96.33733333333333,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/4/train_plateau5,sd,0.056047598818626795,0.056047598818626795,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/4/train_plateau5,sem,0.03235909626536633,0.03235909626536633,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/4/train_plateau5,min,96.292,96.292,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/4/train_plateau5,max,96.4,96.4,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/4/auc_raw,n,3,3,0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/4/auc_raw,mean,88.13283333333334,88.13283333333334,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/4/auc_raw,sd,0.3225722451379416,0.3225722451379416,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/4/auc_raw,sem,0.18623717256349254,0.18623717256349254,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/4/auc_raw,min,87.7643,87.7643,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/4/auc_raw,max,88.3639,88.3639,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/5/plateau5,n,3,3,0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/5/plateau5,mean,70.53466666666667,70.53466666666667,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/5/plateau5,sd,3.404699301455754,3.404699301455754,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/5/plateau5,sem,1.9657040582052105,1.9657040582052105,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/5/plateau5,min,68.548,68.548,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/5/plateau5,max,74.466,74.466,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/5/plateau20,n,3,3,0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/5/plateau20,mean,70.54133333333333,70.54133333333333,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/5/plateau20,sd,2.046881123400511,2.046881123400511,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/5/plateau20,sem,1.1817673675944487,1.1817673675944487,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/5/plateau20,min,68.181,68.181,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/5/plateau20,max,71.828,71.828,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/5/train_plateau5,n,3,3,0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/5/train_plateau5,mean,80.26133333333333,80.26133333333333,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/5/train_plateau5,sd,1.0463982670729783,1.0463982670729783,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/5/train_plateau5,sem,0.604138321174142,0.604138321174142,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/5/train_plateau5,min,79.232,79.232,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/5/train_plateau5,max,81.324,81.324,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/5/auc_raw,n,3,3,0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/5/auc_raw,mean,70.5203,70.5203,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/5/auc_raw,sd,1.5109986399729158,1.5109986399729158,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/5/auc_raw,sem,0.8723754715335215,0.8723754715335215,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/5/auc_raw,min,69.0475,69.0475,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/5/auc_raw,max,72.0668,72.0668,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/6/plateau5,n,3,3,0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/6/plateau5,mean,12.937333333333333,12.937333333333333,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/6/plateau5,sd,3.1278339683131087,3.1278339683131087,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/6/plateau5,sem,1.8058557835860287,1.8058557835860287,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/6/plateau5,min,10.0,10.0,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/6/plateau5,max,16.226,16.226,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/6/plateau20,n,3,3,0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/6/plateau20,mean,12.597666666666667,12.597666666666667,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/6/plateau20,sd,3.0472913108748454,3.0472913108748454,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/6/plateau20,sem,1.7593544586327996,1.7593544586327996,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/6/plateau20,min,10.0,10.0,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/6/plateau20,max,15.952,15.952,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/6/train_plateau5,n,3,3,0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/6/train_plateau5,mean,21.487333333333332,21.487333333333332,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/6/train_plateau5,sd,12.52354779339039,12.52354779339039,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/6/train_plateau5,sem,7.230473689723086,7.230473689723086,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/6/train_plateau5,min,10.08,10.08,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/6/train_plateau5,max,34.888,34.888,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/6/auc_raw,n,3,3,0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/6/auc_raw,mean,16.690133333333335,16.690133333333335,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/6/auc_raw,sd,4.655908324197688,4.655908324197688,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/6/auc_raw,sem,2.688089924297755,2.688089924297755,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/6/auc_raw,min,12.3221,12.3221,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/6/auc_raw,max,21.5885,21.5885,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/7/plateau5,n,3,3,0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/7/plateau5,mean,91.59066666666666,91.59066666666666,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/7/plateau5,sd,0.15990413794937752,0.15990413794937752,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/7/plateau5,sem,0.09232069708960818,0.09232069708960818,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/7/plateau5,min,91.41,91.41,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/7/plateau5,max,91.714,91.714,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/7/plateau20,n,3,3,0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/7/plateau20,mean,91.49633333333333,91.49633333333333,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/7/plateau20,sd,0.17976744236188902,0.17976744236188902,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/7/plateau20,sem,0.10378878123916717,0.10378878123916717,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/7/plateau20,min,91.35,91.35,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/7/plateau20,max,91.697,91.697,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/7/train_plateau5,n,3,3,0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/7/train_plateau5,mean,99.69933333333333,99.69933333333333,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/7/train_plateau5,sd,0.0122202018532088,0.0122202018532088,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/7/train_plateau5,sem,0.007055336829501665,0.007055336829501665,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/7/train_plateau5,min,99.686,99.686,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/7/train_plateau5,max,99.71,99.71,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/7/auc_raw,n,3,3,0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/7/auc_raw,mean,89.0588,89.0588,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/7/auc_raw,sd,0.11382411870952744,0.11382411870952744,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/7/auc_raw,sem,0.0657163855772176,0.0657163855772176,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/7/auc_raw,min,88.9297,88.9297,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/7/auc_raw,max,89.1447,89.1447,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/8/plateau5,n,3,3,0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/8/plateau5,mean,91.55466666666666,91.55466666666666,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/8/plateau5,sd,0.2164285871444266,0.2164285871444266,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/8/plateau5,sem,0.12495510304816508,0.12495510304816508,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/8/plateau5,min,91.322,91.322,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/8/plateau5,max,91.75,91.75,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/8/plateau20,n,3,3,0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/8/plateau20,mean,91.53533333333333,91.53533333333333,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/8/plateau20,sd,0.09297490700900679,0.09297490700900679,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/8/plateau20,sem,0.053679087589530494,0.053679087589530494,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/8/plateau20,min,91.428,91.428,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/8/plateau20,max,91.591,91.591,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/8/train_plateau5,n,3,3,0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/8/train_plateau5,mean,99.70533333333333,99.70533333333333,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/8/train_plateau5,sd,0.006110100926609052,0.006110100926609052,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/8/train_plateau5,sem,0.0035276684147535183,0.0035276684147535183,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/8/train_plateau5,min,99.7,99.7,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/8/train_plateau5,max,99.712,99.712,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/8/auc_raw,n,3,3,0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/8/auc_raw,mean,89.339,89.339,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/8/auc_raw,sd,0.08400005952378925,0.08400005952378925,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/8/auc_raw,sem,0.04849745697800431,0.04849745697800431,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/8/auc_raw,min,89.271,89.271,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/8/auc_raw,max,89.4329,89.4329,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/9/plateau5,n,3,3,0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/9/plateau5,mean,91.82933333333332,91.82933333333332,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/9/plateau5,sd,0.3313145534583904,0.3313145534583904,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/9/plateau5,sem,0.19128454662564237,0.19128454662564237,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/9/plateau5,min,91.606,91.606,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/9/plateau5,max,92.21,92.21,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/9/plateau20,n,3,3,0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/9/plateau20,mean,91.836,91.836,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/9/plateau20,sd,0.23892885970513905,0.23892885970513905,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/9/plateau20,sem,0.13794564146793237,0.13794564146793237,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/9/plateau20,min,91.665,91.665,0.0,1e-09,PASS
cell_statistics,/panels/alpha0_robustness/cells/9/plateau20,max,92.109,92.109,0.0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/9/train_plateau5,n,3,3,0,1e-09,PASS
auxiliary_cell_statistics,/panels/alpha0_robustness/cells/9/train_plateau5,mean,99.66466666666666,99.66466666666666,0.0,1e-09,PASS
