occurrence_id,panel_id,source_pointer,run_id,run_label_in_context,primary_measurement_id,legacy_measurement_id,inline_raw_hash_present,resolved_raw_sha256,raw_hash_origin,recorded_scalar_fields
OCC-d172ad0bfaf038b7,alpha0_robustness,/panels/alpha0_robustness/cells/3/runs/1,RUN-4700640,i3a-3e4-s1,MEAS-0c09c34b67da7138,MEAS-f66a53875b3e2e4f,True,ff8584e18ebde2f94bfa6f04a2268877cf145e271bb319278bfcbc5092e98da4,same occurrence,"{""auc_csv"":89.779,""auc_raw"":89.7786,""epoch_train99"":null,""epochs_parsed"":100,""final_train"":98.71,""gpu_h_inrun"":0.5166666666666667,""job_id"":""4700640"",""plateau20"":91.739,""plateau5"":91.62,""raw_path"":""archive/Account1/runs/i3a-3e4-s1-4700640.out"",""raw_plateau5"":91.62,""raw_sha256"":""ff8584e18ebde2f94bfa6f04a2268877cf145e271bb319278bfcbc5092e98da4"",""run"":""i3a-3e4-s1"",""run_done"":true,""seed"":1,""train_plateau5"":98.69}"
OCC-d172ad0bfaf038b7,alpha0_robustness,/panels/alpha0_robustness/cells/3/runs/2,RUN-4700654,i3a-3e4-s2,MEAS-ab85fe44d69bcacf,MEAS-8ceea3863055c575,True,c1a025096982265f178ef69c1d1b5741ca0d354f3b1ec60641967c0d81a89071,same occurrence,"{""auc_csv"":87.889,""auc_raw"":87.8891,""epoch_train99"":null,""epochs_parsed"":100,""final_train"":98.78,""gpu_h_inrun"":0.5166666666666667,""job_id"":""4700654"",""plateau20"":91.987,""plateau5"":91.948,""raw_path"":""archive/Account2/runs/i3a-3e4-s2-4700654.out"",""raw_plateau5"":91.948,""raw_sha256"":""c1a025096982265f178ef69c1d1b5741ca0d354f3b1ec60641967c0d81a89071"",""run"":""i3a-3e4-s2"",""run_done"":true,""seed"":2,""train_plateau5"":98.724}"
OCC-48a75d7f77ae35d9,alpha0_robustness,/panels/alpha0_robustness/cells/4/runs/0,RUN-4700628,i3a-1e3-s0,MEAS-045f41684ed79f3c,MEAS-a54e70b642d5643d,True,49ef8f1d0a89fa50e995817add6a6fd37a49c66eba4b3dd2e7811ad6d440a040,same occurrence,"{""auc_csv"":88.27,""auc_raw"":88.2703,""epoch_train99"":null,""epochs_parsed"":100,""final_train"":96.36,""gpu_h_inrun"":0.5,""job_id"":""4700628"",""plateau20"":89.694,""plateau5"":88.852,""raw_path"":""archive/Account1/runs/i3a-1e3-s0-4700628.out"",""raw_plateau5"":88.852,""raw_sha256"":""49ef8f1d0a89fa50e995817add6a6fd37a49c66eba4b3dd2e7811ad6d440a040"",""run"":""i3a-1e3-s0"",""run_done"":true,""seed"":0,""train_plateau5"":96.292}"
OCC-48a75d7f77ae35d9,alpha0_robustness,/panels/alpha0_robustness/cells/4/runs/1,RUN-4700642,i3a-1e3-s1,MEAS-09f8ad45bd0827bc,MEAS-0321c67de7588b03,True,389b1ab81141fe2e8ffc7cec39914ad61283a167b50313f28bdcde382c326e6d,same occurrence,"{""auc_csv"":88.364,""auc_raw"":88.3639,""epoch_train99"":null,""epochs_parsed"":100,""final_train"":96.16,""gpu_h_inrun"":0.5166666666666667,""job_id"":""4700642"",""plateau20"":89.702,""plateau5"":89.248,""raw_path"":""archive/Account1/runs/i3a-1e3-s1-4700642.out"",""raw_plateau5"":89.248,""raw_sha256"":""389b1ab81141fe2e8ffc7cec39914ad61283a167b50313f28bdcde382c326e6d"",""run"":""i3a-1e3-s1"",""run_done"":true,""seed"":1,""train_plateau5"":96.32}"
OCC-48a75d7f77ae35d9,alpha0_robustness,/panels/alpha0_robustness/cells/4/runs/2,RUN-4700656,i3a-1e3-s2,MEAS-bc52f4e92cbfa4a2,MEAS-0a2d1ccd33ff8a85,True,235f9d734eeedfddb77de1666b76adb6b063ab44b62b2979560beae8aca07155,same occurrence,"{""auc_csv"":87.764,""auc_raw"":87.7643,""epoch_train99"":null,""epochs_parsed"":100,""final_train"":96.41,""gpu_h_inrun"":0.5,""job_id"":""4700656"",""plateau20"":90.242,""plateau5"":90.158,""raw_path"":""archive/Account2/runs/i3a-1e3-s2-4700656.out"",""raw_plateau5"":90.158,""raw_sha256"":""235f9d734eeedfddb77de1666b76adb6b063ab44b62b2979560beae8aca07155"",""run"":""i3a-1e3-s2"",""run_done"":true,""seed"":2,""train_plateau5"":96.4}"
OCC-94db506f21286341,alpha0_robustness,/panels/alpha0_robustness/cells/5/runs/0,RUN-4700630,i3a-1e2-s0,MEAS-ff59fd3d01805bbe,MEAS-2c44c303b392a5c2,True,f423159bdb0117151b8e6c46599180d1c82df14bc9e14945612751c627839e14,same occurrence,"{""auc_csv"":69.047,""auc_raw"":69.0475,""epoch_train99"":null,""epochs_parsed"":100,""final_train"":79.02,""gpu_h_inrun"":0.5,""job_id"":""4700630"",""plateau20"":68.181,""plateau5"":68.59,""raw_path"":""archive/Account1/runs/i3a-1e2-s0-4700630.out"",""raw_plateau5"":68.59,""raw_sha256"":""f423159bdb0117151b8e6c46599180d1c82df14bc9e14945612751c627839e14"",""run"":""i3a-1e2-s0"",""run_done"":true,""seed"":0,""train_plateau5"":79.232}"
OCC-94db506f21286341,alpha0_robustness,/panels/alpha0_robustness/cells/5/runs/1,RUN-4700644,i3a-1e2-s1,MEAS-56d44422dfae69b7,MEAS-8b2f6c01391fea24,True,dcc6b2ae1e03299e2ca2193d8bd9d4fc0fa4a3e59d7dab13a92c3e63d89b1ad4,same occurrence,"{""auc_csv"":70.447,""auc_raw"":70.4466,""epoch_train99"":null,""epochs_parsed"":100,""final_train"":80.23,""gpu_h_inrun"":0.48333333333333334,""job_id"":""4700644"",""plateau20"":71.828,""plateau5"":68.548,""raw_path"":""archive/Account1/runs/i3a-1e2-s1-4700644.out"",""raw_plateau5"":68.548,""raw_sha256"":""dcc6b2ae1e03299e2ca2193d8bd9d4fc0fa4a3e59d7dab13a92c3e63d89b1ad4"",""run"":""i3a-1e2-s1"",""run_done"":true,""seed"":1,""train_plateau5"":80.228}"
OCC-94db506f21286341,alpha0_robustness,/panels/alpha0_robustness/cells/5/runs/2,RUN-4700658,i3a-1e2-s2,MEAS-d6e3cb690f8ae082,MEAS-300beca51550903d,True,4faaae28ec11cac3919a2d1b1af5b9c06c6fc0a4be9cc446b9d3709cb6492bfb,same occurrence,"{""auc_csv"":72.067,""auc_raw"":72.0668,""epoch_train99"":null,""epochs_parsed"":100,""final_train"":81.26,""gpu_h_inrun"":0.5,""job_id"":""4700658"",""plateau20"":71.615,""plateau5"":74.466,""raw_path"":""archive/Account2/runs/i3a-1e2-s2-4700658.out"",""raw_plateau5"":74.466,""raw_sha256"":""4faaae28ec11cac3919a2d1b1af5b9c06c6fc0a4be9cc446b9d3709cb6492bfb"",""run"":""i3a-1e2-s2"",""run_done"":true,""seed"":2,""train_plateau5"":81.324}"
OCC-ee94ee86d4bc8d60,alpha0_robustness,/panels/alpha0_robustness/cells/6/runs/0,RUN-4700632,i3a-1e1-s0,MEAS-f9ebc0e3b39baa8e,MEAS-2f526a983d747dbb,True,d2a82a38fb17c91e90520e2888ef77c376fe0465ff587a385de2c7dd028c16ab,same occurrence,"{""auc_csv"":16.16,""auc_raw"":16.1598,""epoch_train99"":null,""epochs_parsed"":100,""final_train"":20.05,""gpu_h_inrun"":0.48333333333333334,""job_id"":""4700632"",""plateau20"":11.841,""plateau5"":12.586,""raw_path"":""archive/Account1/runs/i3a-1e1-s0-4700632.out"",""raw_plateau5"":12.586,""raw_sha256"":""d2a82a38fb17c91e90520e2888ef77c376fe0465ff587a385de2c7dd028c16ab"",""run"":""i3a-1e1-s0"",""run_done"":true,""seed"":0,""train_plateau5"":19.494}"
OCC-ee94ee86d4bc8d60,alpha0_robustness,/panels/alpha0_robustness/cells/6/runs/1,RUN-4700646,i3a-1e1-s1,MEAS-16e600eb5d4ce17f,MEAS-72980087fdd4d8ad,True,623f359af09b7f618424b2d0e58d84b54b79639e7f92d62a52341786491947fc,same occurrence,"{""auc_csv"":12.322,""auc_raw"":12.3221,""epoch_train99"":null,""epochs_parsed"":100,""final_train"":10.17,""gpu_h_inrun"":0.4666666666666667,""job_id"":""4700646"",""plateau20"":10.0,""plateau5"":10.0,""raw_path"":""archive/Account1/runs/i3a-1e1-s1-4700646.out"",""raw_plateau5"":10.0,""raw_sha256"":""623f359af09b7f618424b2d0e58d84b54b79639e7f92d62a52341786491947fc"",""run"":""i3a-1e1-s1"",""run_done"":true,""seed"":1,""train_plateau5"":10.08}"
OCC-ee94ee86d4bc8d60,alpha0_robustness,/panels/alpha0_robustness/cells/6/runs/2,RUN-4700660,i3a-1e1-s2,MEAS-9d074f14726fe611,MEAS-c687c3755ffe1c35,True,87420df42f59502fb1fbe16991be6414cbc9ea08ff4e23856f637d595f7a89b4,same occurrence,"{""auc_csv"":21.588,""auc_raw"":21.5885,""epoch_train99"":null,""epochs_parsed"":100,""final_train"":34.77,""gpu_h_inrun"":0.5,""job_id"":""4700660"",""plateau20"":15.952,""plateau5"":16.226,""raw_path"":""archive/Account2/runs/i3a-1e1-s2-4700660.out"",""raw_plateau5"":16.226,""raw_sha256"":""87420df42f59502fb1fbe16991be6414cbc9ea08ff4e23856f637d595f7a89b4"",""run"":""i3a-1e1-s2"",""run_done"":true,""seed"":2,""train_plateau5"":34.888}"
OCC-0de18a59532b891d,alpha0_robustness,/panels/alpha0_robustness/cells/7/runs/0,RUN-4700621,i3b-1e6-s0,MEAS-8734e38e59cc8db5,MEAS-4a4ae53518aadca8,True,706f844e2a5ef37fe215e169dbe84649f9301dc875410b66f13fa62183b9025f,same occurrence,"{""auc_csv"":89.102,""auc_raw"":89.102,""epoch_train99"":54,""epochs_parsed"":100,""final_train"":99.72,""gpu_h_inrun"":0.7166666666666667,""job_id"":""4700621"",""plateau20"":91.442,""plateau5"":91.648,""raw_path"":""archive/Account1/runs/i3b-1e6-s0-4700621.out"",""raw_plateau5"":91.648,""raw_sha256"":""706f844e2a5ef37fe215e169dbe84649f9301dc875410b66f13fa62183b9025f"",""run"":""i3b-1e6-s0"",""run_done"":true,""seed"":0,""train_plateau5"":99.686}"
OCC-0de18a59532b891d,alpha0_robustness,/panels/alpha0_robustness/cells/7/runs/1,RUN-4700635,i3b-1e6-s1,MEAS-3e9917a34362cc54,MEAS-b02a6a4fbef649b4,True,027a70dacf28eabbd6fd22cfd7b8be409e66c04804a7e8ef58c890b966997ddf,same occurrence,"{""auc_csv"":88.93,""auc_raw"":88.9297,""epoch_train99"":53,""epochs_parsed"":100,""final_train"":99.74,""gpu_h_inrun"":0.7166666666666667,""job_id"":""4700635"",""plateau20"":91.35,""plateau5"":91.41,""raw_path"":""archive/Account1/runs/i3b-1e6-s1-4700635.out"",""raw_plateau5"":91.41,""raw_sha256"":""027a70dacf28eabbd6fd22cfd7b8be409e66c04804a7e8ef58c890b966997ddf"",""run"":""i3b-1e6-s1"",""run_done"":true,""seed"":1,""train_plateau5"":99.71}"
OCC-0de18a59532b891d,alpha0_robustness,/panels/alpha0_robustness/cells/7/runs/2,RUN-4700649,i3b-1e6-s2,MEAS-481449b8cc8f9111,MEAS-54354efa31f55c8a,True,9fa2bbcdbd27832533e16adb0d5a161c352a07822f9936a3aecced94b6746375,same occurrence,"{""auc_csv"":89.145,""auc_raw"":89.1447,""epoch_train99"":52,""epochs_parsed"":100,""final_train"":99.69,""gpu_h_inrun"":1.55,""job_id"":""4700649"",""plateau20"":91.697,""plateau5"":91.714,""raw_path"":""archive/Account2/runs/i3b-1e6-s2-4700649.out"",""raw_plateau5"":91.714,""raw_sha256"":""9fa2bbcdbd27832533e16adb0d5a161c352a07822f9936a3aecced94b6746375"",""run"":""i3b-1e6-s2"",""run_done"":true,""seed"":2,""train_plateau5"":99.702}"
OCC-23080352e5be872d,alpha0_robustness,/panels/alpha0_robustness/cells/8/runs/0,RUN-4700623,i3b-1e5-s0,MEAS-064c4ee7064db1fd,MEAS-7abcc702da8b293f,True,b2cf218e522cfb5fd39fb9bef9e445617faf26685623d89422acc0f0257d7ff1,same occurrence,"{""auc_csv"":89.433,""auc_raw"":89.4329,""epoch_train99"":52,""epochs_parsed"":100,""final_train"":99.78,""gpu_h_inrun"":0.7166666666666667,""job_id"":""4700623"",""plateau20"":91.587,""plateau5"":91.75,""raw_path"":""archive/Account1/runs/i3b-1e5-s0-4700623.out"",""raw_plateau5"":91.75,""raw_sha256"":""b2cf218e522cfb5fd39fb9bef9e445617faf26685623d89422acc0f0257d7ff1"",""run"":""i3b-1e5-s0"",""run_done"":true,""seed"":0,""train_plateau5"":99.704}"
OCC-23080352e5be872d,alpha0_robustness,/panels/alpha0_robustness/cells/8/runs/1,RUN-4700637,i3b-1e5-s1,MEAS-0480efb51ce66bd5,MEAS-9854305c4ccd52a4,True,5e56989a81b3538e3ccc31c4833a84dc6e640c1634f68e3991d7ae85ef87594f,same occurrence,"{""auc_csv"":89.271,""auc_raw"":89.271,""epoch_train99"":51,""epochs_parsed"":100,""final_train"":99.73,""gpu_h_inrun"":0.7333333333333333,""job_id"":""4700637"",""plateau20"":91.428,""plateau5"":91.322,""raw_path"":""archive/Account1/runs/i3b-1e5-s1-4700637.out"",""raw_plateau5"":91.322,""raw_sha256"":""5e56989a81b3538e3ccc31c4833a84dc6e640c1634f68e3991d7ae85ef87594f"",""run"":""i3b-1e5-s1"",""run_done"":true,""seed"":1,""train_plateau5"":99.7}"
OCC-23080352e5be872d,alpha0_robustness,/panels/alpha0_robustness/cells/8/runs/2,RUN-4700651,i3b-1e5-s2,MEAS-4390fafe9c95b48b,MEAS-fac4d25a1426b0f1,True,afc98f1af3e773b2c174c4428985295af90cecef3062cc5feae3337c1aa25ccf,same occurrence,"{""auc_csv"":89.313,""auc_raw"":89.3131,""epoch_train99"":49,""epochs_parsed"":100,""final_train"":99.73,""gpu_h_inrun"":0.7333333333333333,""job_id"":""4700651"",""plateau20"":91.591,""plateau5"":91.592,""raw_path"":""archive/Account2/runs/i3b-1e5-s2-4700651.out"",""raw_plateau5"":91.592,""raw_sha256"":""afc98f1af3e773b2c174c4428985295af90cecef3062cc5feae3337c1aa25ccf"",""run"":""i3b-1e5-s2"",""run_done"":true,""seed"":2,""train_plateau5"":99.712}"
OCC-0469e1ea5497655c,alpha0_robustness,/panels/alpha0_robustness/cells/9/runs/0,RUN-4700625,i3b-1e4-s0,MEAS-9df4fa3df587c7c7,MEAS-c80d14ce2b26526c,True,60d45d121a7fbbe686fe4769fa5dccb680c01e095cb8975884377029e5f12dc4,same occurrence,"{""auc_csv"":89.54,""auc_raw"":89.5398,""epoch_train99"":53,""epochs_parsed"":100,""final_train"":99.72,""gpu_h_inrun"":0.7333333333333333,""job_id"":""4700625"",""plateau20"":91.665,""plateau5"":91.672,""raw_path"":""archive/Account1/runs/i3b-1e4-s0-4700625.out"",""raw_plateau5"":91.672,""raw_sha256"":""60d45d121a7fbbe686fe4769fa5dccb680c01e095cb8975884377029e5f12dc4"",""run"":""i3b-1e4-s0"",""run_done"":true,""seed"":0,""train_plateau5"":99.624}"
OCC-0469e1ea5497655c,alpha0_robustness,/panels/alpha0_robustness/cells/9/runs/1,RUN-4700639,i3b-1e4-s1,MEAS-0660b8d64b99dc39,MEAS-34c656c8a78aee51,True,92b232dd9fc478d7b0aff83658e22b106886fe9a01d51dd02495be834c3366a8,same occurrence,"{""auc_csv"":89.532,""auc_raw"":89.5324,""epoch_train99"":55,""epochs_parsed"":100,""final_train"":99.78,""gpu_h_inrun"":0.7166666666666667,""job_id"":""4700639"",""plateau20"":92.109,""plateau5"":92.21,""raw_path"":""archive/Account1/runs/i3b-1e4-s1-4700639.out"",""raw_plateau5"":92.21,""raw_sha256"":""92b232dd9fc478d7b0aff83658e22b106886fe9a01d51dd02495be834c3366a8"",""run"":""i3b-1e4-s1"",""run_done"":true,""seed"":1,""train_plateau5"":99.78}"
OCC-0469e1ea5497655c,alpha0_robustness,/panels/alpha0_robustness/cells/9/runs/2,RUN-4700653,i3b-1e4-s2,MEAS-ae0d0d6f9871a523,MEAS-0f036e5520f18ac3,True,a485402d2ddaf548322c3707426c32a40046c7c23cbff63f76ee16d97a9eb916,same occurrence,"{""auc_csv"":89.313,""auc_raw"":89.3128,""epoch_train99"":55,""epochs_parsed"":100,""final_train"":99.62,""gpu_h_inrun"":0.7333333333333333,""job_id"":""4700653"",""plateau20"":91.734,""plateau5"":91.606,""raw_path"":""archive/Account2/runs/i3b-1e4-s2-4700653.out"",""raw_plateau5"":91.606,""raw_sha256"":""a485402d2ddaf548322c3707426c32a40046c7c23cbff63f76ee16d97a9eb916"",""run"":""i3b-1e4-s2"",""run_done"":true,""seed"":2,""train_plateau5"":99.59}"
OCC-ed97a5f1d24dd024,alpha0_robustness,/panels/alpha0_robustness/cells/10/runs/0,RUN-4700627,i3b-3e4-s0,MEAS-7187e202f1e06e61,MEAS-075f0960787bc0e8,True,0d6c349f2a2f5a32be2d7cedb076b123b62b72a0a1d54b4ccebeede769d32354,same occurrence,"{""auc_csv"":90.818,""auc_raw"":90.8182,""epoch_train99"":35,""epochs_parsed"":100,""final_train"":99.94,""gpu_h_inrun"":0.7166666666666667,""job_id"":""4700627"",""plateau20"":93.23,""plateau5"":93.194,""raw_path"":""archive/Account1/runs/i3b-3e4-s0-4700627.out"",""raw_plateau5"":93.194,""raw_sha256"":""0d6c349f2a2f5a32be2d7cedb076b123b62b72a0a1d54b4ccebeede769d32354"",""run"":""i3b-3e4-s0"",""run_done"":true,""seed"":0,""train_plateau5"":99.938}"
OCC-ed97a5f1d24dd024,alpha0_robustness,/panels/alpha0_robustness/cells/10/runs/1,RUN-4700641,i3b-3e4-s1,MEAS-084911e59d4b385f,MEAS-5011ff2c7ddd0fa0,True,42f80180bc92df1cdd88bf75f9fc738a2f95501acd2d98186ed2e840a1221680,same occurrence,"{""auc_csv"":90.419,""auc_raw"":90.4194,""epoch_train99"":38,""epochs_parsed"":100,""final_train"":99.96,""gpu_h_inrun"":0.7166666666666667,""job_id"":""4700641"",""plateau20"":93.213,""plateau5"":93.284,""raw_path"":""archive/Account1/runs/i3b-3e4-s1-4700641.out"",""raw_plateau5"":93.284,""raw_sha256"":""42f80180bc92df1cdd88bf75f9fc738a2f95501acd2d98186ed2e840a1221680"",""run"":""i3b-3e4-s1"",""run_done"":true,""seed"":1,""train_plateau5"":99.96}"
OCC-ed97a5f1d24dd024,alpha0_robustness,/panels/alpha0_robustness/cells/10/runs/2,RUN-4700655,i3b-3e4-s2,MEAS-028b550dac8545d4,MEAS-cd688c2267f4439a,True,69f878696bef54420859c58e6d3211ac19263184f894af8f14c0e47ad7978fc6,same occurrence,"{""auc_csv"":90.475,""auc_raw"":90.4754,""epoch_train99"":39,""epochs_parsed"":100,""final_train"":99.96,""gpu_h_inrun"":0.7333333333333333,""job_id"":""4700655"",""plateau20"":93.47,""plateau5"":93.474,""raw_path"":""archive/Account2/runs/i3b-3e4-s2-4700655.out"",""raw_plateau5"":93.474,""raw_sha256"":""69f878696bef54420859c58e6d3211ac19263184f894af8f14c0e47ad7978fc6"",""run"":""i3b-3e4-s2"",""run_done"":true,""seed"":2,""train_plateau5"":99.966}"
