cell_id,metric,run_id,measurement_id,value,seed,job_id,start_epoch_index,end_epoch_index_exclusive,raw_sha256
CELL-434ddd099c081c2f,plateau5,RUN-4704500,MEAS-643393244f6aafca,92.612,1,4704500,75,80,02b225f5a5c814477d5afd1e19c31dc6f42ac3f3f543f56d9015a9bc7c454c8f
CELL-434ddd099c081c2f,plateau5,RUN-4704501,MEAS-dacbb11fde38bee2,92.614,2,4704501,75,80,9b3fd45ecc5b76862edacd5a6e21cf9811512afec4969d24c02f124f028cf9b4
CELL-434ddd099c081c2f,plateau5,RUN-4700387,MEAS-6ca77986d411a92e,92.578,3,4700387,75,80,998b035a0ed807f2c43b9ad09455174ed2647db803688a64f0491be03324f171
CELL-434ddd099c081c2f,plateau5,RUN-4700391,MEAS-d946524010be4aa4,92.388,4,4700391,75,80,5f8ce8481df49a02f11184a6f2f675878f0904dc89f22b3a9b5d9728ee595d67
CELL-4a83b47b29fb0c37,plateau5,RUN-4700405,MEAS-2d4a877f632f6b44,92.284,0,4700405,75,80,068e0b70749f4517923115bbf52a389caa8d31ed4ef0553f48eabc8a99041e10
CELL-4a83b47b29fb0c37,plateau5,RUN-4704495,MEAS-400baa27fc8f4bff,92.494,1,4704495,75,80,6f084523c5e4ed21b9c85ce65225d64d6417d128fc32a91789596b7777a3a325
CELL-4a83b47b29fb0c37,plateau5,RUN-4704496,MEAS-1928f4717a4644f4,91.84,2,4704496,75,80,343c3f45b2ba3c1fbfb10272fa431446611aa1b3c4420d4d60f8541c87dc833b
CELL-4a83b47b29fb0c37,plateau5,RUN-4704497,MEAS-d920ef9781cf1da0,91.964,3,4704497,75,80,34a2405fca4350f6ac292ac9cbcff18e2cbb26f7e118c08bd7701a4e20becc57
CELL-4a83b47b29fb0c37,plateau5,RUN-4704498,MEAS-664b60ca7243fc42,91.97200000000001,4,4704498,75,80,19e94fe99ecffc4f23e934e516ca34151da0306a02a85ced57d3b8cd8c38993d
CELL-b6ea1ccb412172b0,plateau5,RUN-4704499,MEAS-0020e9354fdd7c26,92.92,0,4704499,85,90,b395cf673e2b0a403b33c0f80df3d53403e1b43e604524fede9622e8be103d68
CELL-b6ea1ccb412172b0,plateau5,RUN-4704500,MEAS-1c973a8ff2cb4a88,92.624,1,4704500,85,90,02b225f5a5c814477d5afd1e19c31dc6f42ac3f3f543f56d9015a9bc7c454c8f
CELL-b6ea1ccb412172b0,plateau5,RUN-4704501,MEAS-7b12714a3f809f62,92.652,2,4704501,85,90,9b3fd45ecc5b76862edacd5a6e21cf9811512afec4969d24c02f124f028cf9b4
CELL-b6ea1ccb412172b0,plateau5,RUN-4700387,MEAS-051fbc4d36830bc0,93.012,3,4700387,85,90,998b035a0ed807f2c43b9ad09455174ed2647db803688a64f0491be03324f171
CELL-b6ea1ccb412172b0,plateau5,RUN-4700391,MEAS-472ddad48231a58a,92.47800000000001,4,4700391,85,90,5f8ce8481df49a02f11184a6f2f675878f0904dc89f22b3a9b5d9728ee595d67
CELL-a2be1fec182a416d,plateau5,RUN-4700405,MEAS-9d785bea807aa1fd,92.634,0,4700405,85,90,068e0b70749f4517923115bbf52a389caa8d31ed4ef0553f48eabc8a99041e10
CELL-a2be1fec182a416d,plateau5,RUN-4704495,MEAS-df87e59141c9dc9c,92.572,1,4704495,85,90,6f084523c5e4ed21b9c85ce65225d64d6417d128fc32a91789596b7777a3a325
CELL-a2be1fec182a416d,plateau5,RUN-4704496,MEAS-7a516bcb8e1b32e0,92.174,2,4704496,85,90,343c3f45b2ba3c1fbfb10272fa431446611aa1b3c4420d4d60f8541c87dc833b
CELL-a2be1fec182a416d,plateau5,RUN-4704497,MEAS-989201e7df4c43e0,92.5,3,4704497,85,90,34a2405fca4350f6ac292ac9cbcff18e2cbb26f7e118c08bd7701a4e20becc57
CELL-a2be1fec182a416d,plateau5,RUN-4704498,MEAS-c964d028776b8e3d,92.458,4,4704498,85,90,19e94fe99ecffc4f23e934e516ca34151da0306a02a85ced57d3b8cd8c38993d
CELL-c864afb28e409a74,plateau5,RUN-4704499,MEAS-20305b4af01ee0b8,92.818,0,4704499,95,100,b395cf673e2b0a403b33c0f80df3d53403e1b43e604524fede9622e8be103d68
CELL-c864afb28e409a74,plateau5,RUN-4704500,MEAS-b5605b0b7cb4988e,92.908,1,4704500,95,100,02b225f5a5c814477d5afd1e19c31dc6f42ac3f3f543f56d9015a9bc7c454c8f
CELL-c864afb28e409a74,plateau5,RUN-4704501,MEAS-c5ab22ed86801c79,92.67999999999999,2,4704501,95,100,9b3fd45ecc5b76862edacd5a6e21cf9811512afec4969d24c02f124f028cf9b4
CELL-c864afb28e409a74,plateau5,RUN-4700387,MEAS-f7be0bf5ae71746c,93.03,3,4700387,95,100,998b035a0ed807f2c43b9ad09455174ed2647db803688a64f0491be03324f171
CELL-c864afb28e409a74,plateau5,RUN-4700391,MEAS-ae63c9de5bc7c3e2,92.618,4,4700391,95,100,5f8ce8481df49a02f11184a6f2f675878f0904dc89f22b3a9b5d9728ee595d67
CELL-9957660e1f91f231,plateau5,RUN-4700405,MEAS-555ebb6bd5e44bd6,92.656,0,4700405,95,100,068e0b70749f4517923115bbf52a389caa8d31ed4ef0553f48eabc8a99041e10
CELL-9957660e1f91f231,plateau5,RUN-4704495,MEAS-75a5d215d22d0824,92.80199999999999,1,4704495,95,100,6f084523c5e4ed21b9c85ce65225d64d6417d128fc32a91789596b7777a3a325
CELL-9957660e1f91f231,plateau5,RUN-4704496,MEAS-f3355cefd1a58c05,92.138,2,4704496,95,100,343c3f45b2ba3c1fbfb10272fa431446611aa1b3c4420d4d60f8541c87dc833b
CELL-9957660e1f91f231,plateau5,RUN-4704497,MEAS-554bc7a5163539e6,92.524,3,4704497,95,100,34a2405fca4350f6ac292ac9cbcff18e2cbb26f7e118c08bd7701a4e20becc57
CELL-9957660e1f91f231,plateau5,RUN-4704498,MEAS-ed3131bfaa8410af,92.132,4,4704498,95,100,19e94fe99ecffc4f23e934e516ca34151da0306a02a85ced57d3b8cd8c38993d
CELL-bc77610bcaa4f85c,plateau5,RUN-4680996,MEAS-c9ac6acfe3557e34,92.248,0,4680996,95,100,a8523426dec9fe2f91e32c2a2c5bbf4398ce32b478c34baf0a2b29c9ad58044d
CELL-bc77610bcaa4f85c,plateau5,RUN-4680999,MEAS-fb942c17897ebedf,92.13199999999999,1,4680999,95,100,066c32d206e15e03cc282232d18a9a1c9352f5388b388218ecd9088e649a5eb6
CELL-2eb5f3f83bb879a4,legacy_plateau20,RUN-4680996,MEAS-7e757c46e831474b,91.965,0,4680996,280,300,a8523426dec9fe2f91e32c2a2c5bbf4398ce32b478c34baf0a2b29c9ad58044d
CELL-2eb5f3f83bb879a4,legacy_plateau20,RUN-4680999,MEAS-816061a5338fbf54,91.847,1,4680999,280,300,066c32d206e15e03cc282232d18a9a1c9352f5388b388218ecd9088e649a5eb6
CELL-0d7eb1f09b45cfee,plateau5,RUN-4680995,MEAS-c7961431409f3efd,91.774,0,4680995,95,100,f3835799feeed179053625a2847e3509fa6213d924e72df4652d5afb15905889
CELL-0d7eb1f09b45cfee,plateau5,RUN-4680998,MEAS-b7b0b10925e56e6a,91.242,1,4680998,95,100,d7042fc36be6e8e556570629d1705dda58ee3ddd18f0b6bad19e469ba8e4dd81
CELL-56d010c21e283281,legacy_plateau20,RUN-4680995,MEAS-1ce1f43e5222dc21,92.02,0,4680995,280,300,f3835799feeed179053625a2847e3509fa6213d924e72df4652d5afb15905889
CELL-56d010c21e283281,legacy_plateau20,RUN-4680998,MEAS-7a17be15d4cbd3f3,91.453,1,4680998,280,300,d7042fc36be6e8e556570629d1705dda58ee3ddd18f0b6bad19e469ba8e4dd81
CELL-d8bc09a76a378f40,plateau5,RUN-4680994,MEAS-5c8dfec5619288be,87.852,0,4680994,95,100,efd8bf133c5a33ccc6ede4d13905a027938ae1ce467bad4d96aa79e825b712c6
CELL-d8bc09a76a378f40,plateau5,RUN-4680997,MEAS-550c78b796a08263,88.154,1,4680997,95,100,b1ff98a08284464b6b891750390e550fc6ff2acbaebcec9ba87f0e4c7838d256
CELL-faab9e846cc0e329,legacy_plateau20,RUN-4680994,MEAS-5c1886669d357063,88.203,0,4680994,280,300,efd8bf133c5a33ccc6ede4d13905a027938ae1ce467bad4d96aa79e825b712c6
CELL-faab9e846cc0e329,legacy_plateau20,RUN-4680997,MEAS-feedb76e2d276c6b,88.371,1,4680997,280,300,b1ff98a08284464b6b891750390e550fc6ff2acbaebcec9ba87f0e4c7838d256
CELL-1d5032855894a1ba,plateau5,RUN-4680996,MEAS-0bc49dcc1724f6ab,92.054,0,4680996,200,205,a8523426dec9fe2f91e32c2a2c5bbf4398ce32b478c34baf0a2b29c9ad58044d
CELL-1d5032855894a1ba,plateau5,RUN-4680999,MEAS-adb5f1778f875666,91.926,1,4680999,200,205,066c32d206e15e03cc282232d18a9a1c9352f5388b388218ecd9088e649a5eb6
CELL-625463562e7fa9ce,plateau5,RUN-4680995,MEAS-95f5cb725f8f9784,92.008,0,4680995,200,205,f3835799feeed179053625a2847e3509fa6213d924e72df4652d5afb15905889
CELL-625463562e7fa9ce,plateau5,RUN-4680998,MEAS-282f9de54835a616,91.43,1,4680998,200,205,d7042fc36be6e8e556570629d1705dda58ee3ddd18f0b6bad19e469ba8e4dd81
CELL-4336533b0f5a933e,plateau5,RUN-4680994,MEAS-3627b52a2813940b,88.172,0,4680994,200,205,efd8bf133c5a33ccc6ede4d13905a027938ae1ce467bad4d96aa79e825b712c6
CELL-4336533b0f5a933e,plateau5,RUN-4680997,MEAS-db7237daee940baf,88.294,1,4680997,200,205,b1ff98a08284464b6b891750390e550fc6ff2acbaebcec9ba87f0e4c7838d256
CELL-ee5d8e77cf5ddc12,plateau5,RUN-4680996,MEAS-43498c1287a8591f,91.94200000000001,0,4680996,295,300,a8523426dec9fe2f91e32c2a2c5bbf4398ce32b478c34baf0a2b29c9ad58044d
CELL-ee5d8e77cf5ddc12,plateau5,RUN-4680999,MEAS-271dd64128c8bf92,91.836,1,4680999,295,300,066c32d206e15e03cc282232d18a9a1c9352f5388b388218ecd9088e649a5eb6
CELL-bcd83e623d1f23f6,plateau5,RUN-4680995,MEAS-e316f205c33c5d10,91.982,0,4680995,295,300,f3835799feeed179053625a2847e3509fa6213d924e72df4652d5afb15905889
CELL-bcd83e623d1f23f6,plateau5,RUN-4680998,MEAS-5bdaa9273405530d,91.48,1,4680998,295,300,d7042fc36be6e8e556570629d1705dda58ee3ddd18f0b6bad19e469ba8e4dd81
CELL-dc86041c09ab0e2f,plateau5,RUN-4680994,MEAS-0f28d58a5467a8e0,88.214,0,4680994,295,300,efd8bf133c5a33ccc6ede4d13905a027938ae1ce467bad4d96aa79e825b712c6
CELL-dc86041c09ab0e2f,plateau5,RUN-4680997,MEAS-f63398b12692298e,88.422,1,4680997,295,300,b1ff98a08284464b6b891750390e550fc6ff2acbaebcec9ba87f0e4c7838d256
CELL-ed3987f2ed025ccc,plateau5,RUN-4681640,MEAS-6cead0cd60ae8db1,92.928,0,4681640,95,100,ab4266a41d52a6fa510f41c004683d3feebc4b2e1ae1ab6db45fff06a296a30c
CELL-ed3987f2ed025ccc,plateau5,RUN-4681644,MEAS-0fce59466c925da5,93.334,1,4681644,95,100,ee8aca5099ce39eaf07edf53fa6b2d4d3131d32340abcc491d5583f9fb77779c
CELL-be5f2f13d27e6898,legacy_plateau20,RUN-4681640,MEAS-42661c7f2f990144,93.005,0,4681640,280,300,ab4266a41d52a6fa510f41c004683d3feebc4b2e1ae1ab6db45fff06a296a30c
CELL-be5f2f13d27e6898,legacy_plateau20,RUN-4681644,MEAS-740d99c067d9da82,93.552,1,4681644,280,300,ee8aca5099ce39eaf07edf53fa6b2d4d3131d32340abcc491d5583f9fb77779c
CELL-d7ab2fe221d95c7c,plateau5,RUN-4681639,MEAS-0cf43b28e1ce0ec9,93.334,0,4681639,95,100,03b797b97db27938d5f1d94518afc5addc71d8b01d4ebaaa3104a08c9a255442
CELL-d7ab2fe221d95c7c,plateau5,RUN-4681643,MEAS-d364a1b3700d5d9f,93.122,1,4681643,95,100,4e6506fac78fbb5e04364fd69f6f8693690c8525978e6526ef74caea072b1981
CELL-d50ca87bb9e37ba4,legacy_plateau20,RUN-4681639,MEAS-5501edf7abd8ab26,93.07,0,4681639,280,300,03b797b97db27938d5f1d94518afc5addc71d8b01d4ebaaa3104a08c9a255442
CELL-d50ca87bb9e37ba4,legacy_plateau20,RUN-4681643,MEAS-95062bc7880068d1,92.941,1,4681643,280,300,4e6506fac78fbb5e04364fd69f6f8693690c8525978e6526ef74caea072b1981
CELL-4d1da5f5e98dbb44,plateau5,RUN-4681651,MEAS-8bfe8aaf9057945e,92.204,0,4681651,95,100,2ffbe881b8e142fdb4c37de1a9ea7d0b615aa47c6860a6d29be3fe1e8e6d9cad
CELL-4d1da5f5e98dbb44,plateau5,RUN-4681652,MEAS-3edd4b6bbea43d1c,92.44,1,4681652,95,100,cfd19494b180abee5eedd73b68b91ba220e4569f81a0d1056a633ae83276691a
CELL-e62c5b573ff1203e,legacy_plateau20,RUN-4681651,MEAS-b7860f25939c8a05,91.951,0,4681651,280,300,2ffbe881b8e142fdb4c37de1a9ea7d0b615aa47c6860a6d29be3fe1e8e6d9cad
CELL-e62c5b573ff1203e,legacy_plateau20,RUN-4681652,MEAS-416ef6c7d73c3583,91.812,1,4681652,280,300,cfd19494b180abee5eedd73b68b91ba220e4569f81a0d1056a633ae83276691a
CELL-d16094b761d1aea1,plateau5,RUN-4681638,MEAS-e765490db9ecddda,92.576,0,4681638,95,100,52e713b0a4d216953206b66cf9dc0d446da9ceedacee180aeb61aa49e8854d7c
CELL-d16094b761d1aea1,plateau5,RUN-4681642,MEAS-1c3f72292d7742cc,92.318,1,4681642,95,100,aa3532c569178d0dee85f758a557f7b6d59223645f2243f42f642d5c2d33f3c0
CELL-f006e1879a2b65dd,legacy_plateau20,RUN-4681638,MEAS-928f9d9d3d089bca,92.305,0,4681638,280,300,52e713b0a4d216953206b66cf9dc0d446da9ceedacee180aeb61aa49e8854d7c
CELL-f006e1879a2b65dd,legacy_plateau20,RUN-4681642,MEAS-d61f48fb69250e79,91.843,1,4681642,280,300,aa3532c569178d0dee85f758a557f7b6d59223645f2243f42f642d5c2d33f3c0
CELL-c60932cab9565729,plateau5,RUN-4681637,MEAS-8aea1d834d65ae39,90.852,0,4681637,95,100,9ceddb2adce9edb04b215f7f75527b9f53274fa04637d9bf801ae98d5e069855
CELL-c60932cab9565729,plateau5,RUN-4681641,MEAS-58280aeab4a345e6,90.58200000000001,1,4681641,95,100,30208feaabb4ddd996d7aed29d588ceb2023a59da0f607da46f24e027fd3525f
CELL-81150709dcc26dc7,legacy_plateau20,RUN-4681637,MEAS-b6c4e560ea6ee622,91.907,0,4681637,280,300,9ceddb2adce9edb04b215f7f75527b9f53274fa04637d9bf801ae98d5e069855
CELL-81150709dcc26dc7,legacy_plateau20,RUN-4681641,MEAS-4786e0957d3f36ee,91.684,1,4681641,280,300,30208feaabb4ddd996d7aed29d588ceb2023a59da0f607da46f24e027fd3525f
CELL-a69daf3a6f082550,plateau5,RUN-4681640,MEAS-a22c18c8b9f05a51,92.954,0,4681640,200,205,ab4266a41d52a6fa510f41c004683d3feebc4b2e1ae1ab6db45fff06a296a30c
CELL-a69daf3a6f082550,plateau5,RUN-4681644,MEAS-364df0116f4651e6,93.348,1,4681644,200,205,ee8aca5099ce39eaf07edf53fa6b2d4d3131d32340abcc491d5583f9fb77779c
CELL-9e3ad5c5c9b25390,plateau5,RUN-4681639,MEAS-bb04d2a2ebcd5dd6,93.104,0,4681639,200,205,03b797b97db27938d5f1d94518afc5addc71d8b01d4ebaaa3104a08c9a255442
CELL-9e3ad5c5c9b25390,plateau5,RUN-4681643,MEAS-605c474821b56ca4,92.94,1,4681643,200,205,4e6506fac78fbb5e04364fd69f6f8693690c8525978e6526ef74caea072b1981
CELL-6a654c0dddc2016e,plateau5,RUN-4681651,MEAS-125727681efeebe2,92.12,0,4681651,200,205,2ffbe881b8e142fdb4c37de1a9ea7d0b615aa47c6860a6d29be3fe1e8e6d9cad
CELL-6a654c0dddc2016e,plateau5,RUN-4681652,MEAS-9cd02ce73877c962,92.01599999999999,1,4681652,200,205,cfd19494b180abee5eedd73b68b91ba220e4569f81a0d1056a633ae83276691a
CELL-8d4987c86e2bc025,plateau5,RUN-4681638,MEAS-3f30882eb52b23ed,92.43,0,4681638,200,205,52e713b0a4d216953206b66cf9dc0d446da9ceedacee180aeb61aa49e8854d7c
CELL-8d4987c86e2bc025,plateau5,RUN-4681642,MEAS-55998917ed66d4d4,91.952,1,4681642,200,205,aa3532c569178d0dee85f758a557f7b6d59223645f2243f42f642d5c2d33f3c0
CELL-2a78b6ec8a243c11,plateau5,RUN-4681637,MEAS-c4a9c321e05d3b49,91.66,0,4681637,200,205,9ceddb2adce9edb04b215f7f75527b9f53274fa04637d9bf801ae98d5e069855
CELL-2a78b6ec8a243c11,plateau5,RUN-4681641,MEAS-ca102fc07da7b934,91.406,1,4681641,200,205,30208feaabb4ddd996d7aed29d588ceb2023a59da0f607da46f24e027fd3525f
CELL-c8c41cf9c267174a,plateau5,RUN-4681640,MEAS-5b9578780b024ba0,93.05799999999999,0,4681640,295,300,ab4266a41d52a6fa510f41c004683d3feebc4b2e1ae1ab6db45fff06a296a30c
CELL-c8c41cf9c267174a,plateau5,RUN-4681644,MEAS-29772598305a7c7f,93.568,1,4681644,295,300,ee8aca5099ce39eaf07edf53fa6b2d4d3131d32340abcc491d5583f9fb77779c
CELL-644b9eb6b556b3b3,plateau5,RUN-4681639,MEAS-c9cfcecb198851df,93.116,0,4681639,295,300,03b797b97db27938d5f1d94518afc5addc71d8b01d4ebaaa3104a08c9a255442
CELL-644b9eb6b556b3b3,plateau5,RUN-4681643,MEAS-670ce440fde6a01e,92.916,1,4681643,295,300,4e6506fac78fbb5e04364fd69f6f8693690c8525978e6526ef74caea072b1981
CELL-629bdd6ac97102f0,plateau5,RUN-4681651,MEAS-faf44cb9421ca4c6,91.894,0,4681651,295,300,2ffbe881b8e142fdb4c37de1a9ea7d0b615aa47c6860a6d29be3fe1e8e6d9cad
CELL-629bdd6ac97102f0,plateau5,RUN-4681652,MEAS-a15d361e9fea847d,91.758,1,4681652,295,300,cfd19494b180abee5eedd73b68b91ba220e4569f81a0d1056a633ae83276691a
CELL-a1a9218ebcdef9fa,plateau5,RUN-4681638,MEAS-6a46b9deab9b80fc,92.348,0,4681638,295,300,52e713b0a4d216953206b66cf9dc0d446da9ceedacee180aeb61aa49e8854d7c
CELL-a1a9218ebcdef9fa,plateau5,RUN-4681642,MEAS-b49951be1304d71e,91.764,1,4681642,295,300,aa3532c569178d0dee85f758a557f7b6d59223645f2243f42f642d5c2d33f3c0
CELL-09322dd7aee48e79,plateau5,RUN-4681637,MEAS-046ef8859705a0ed,91.84,0,4681637,295,300,9ceddb2adce9edb04b215f7f75527b9f53274fa04637d9bf801ae98d5e069855
CELL-09322dd7aee48e79,plateau5,RUN-4681641,MEAS-6f78eacbfc7f54ba,91.688,1,4681641,295,300,30208feaabb4ddd996d7aed29d588ceb2023a59da0f607da46f24e027fd3525f
CELL-5d2a45acb13712d3,plateau5,RUN-4681087,MEAS-9b5953f926af247d,87.254,0,4681087,15,20,a38e4f103f9e6278ad70da23eacbaece7b02591230b7ac0fed8ea6d3d98dff9c
CELL-f52a2b79b599a7e4,legacy_plateau20,RUN-4681087,MEAS-4e111d1b9171e675,75.296,0,4681087,0,20,a38e4f103f9e6278ad70da23eacbaece7b02591230b7ac0fed8ea6d3d98dff9c
CELL-222e1868fd59e391,plateau5,RUN-4681084,MEAS-08f380b08624f79d,85.48,0,4681084,15,20,454ec113d77b4e0bd5ee22560e0f5a365c6b2bcbc0807a0c61c670a9100e7651
CELL-605d3e505e2181ce,legacy_plateau20,RUN-4681084,MEAS-df2f763ab74fee56,69.88,0,4681084,0,20,454ec113d77b4e0bd5ee22560e0f5a365c6b2bcbc0807a0c61c670a9100e7651
CELL-308b8580ffbcbc39,plateau5,RUN-4681052,MEAS-c5ebd8a19c4e2584,63.702000000000005,0,4681052,15,20,a3b5bc9c59adc7e03f51317f198e021a6fba1e013593531cf4dcf34690792e53
CELL-68bb1930329be6f2,legacy_plateau20,RUN-4681052,MEAS-c1db8f5d524dda23,33.054,0,4681052,0,20,a3b5bc9c59adc7e03f51317f198e021a6fba1e013593531cf4dcf34690792e53
CELL-deebf0bff28d3b8b,plateau5,RUN-4681049,MEAS-14ae5f6fc1b3d924,45.21,0,4681049,15,20,b6de5d178da3fd5298fe752371616384572573514e5311c98df527fb686d655b
CELL-bb7fdb203ac2d99a,legacy_plateau20,RUN-4681049,MEAS-584563f8b54acf94,25.935,0,4681049,0,20,b6de5d178da3fd5298fe752371616384572573514e5311c98df527fb686d655b
CELL-4c232bd105a8a4a2,plateau5,RUN-4681085,MEAS-b8252e8297bccbe8,81.538,0,4681085,15,20,69ac8c695371ddf464c5a2b68c1aa3cd5390ce4881beecb15aec62f4e490ece3
CELL-aab73d24a7efc110,legacy_plateau20,RUN-4681085,MEAS-4a7c56219110036b,65.876,0,4681085,0,20,69ac8c695371ddf464c5a2b68c1aa3cd5390ce4881beecb15aec62f4e490ece3
CELL-2fd1e59d3c0a2a94,plateau5,RUN-4681050,MEAS-95856d15a56b826a,28.604,0,4681050,15,20,df3dfd2621d76e3c59828852541d6c9fa09db19ae27a84302b76b67e3d6d421c
CELL-e48d0ead778ca97a,legacy_plateau20,RUN-4681050,MEAS-686d37804c8d01dd,18.765,0,4681050,0,20,df3dfd2621d76e3c59828852541d6c9fa09db19ae27a84302b76b67e3d6d421c
CELL-203926040e882b59,plateau5,RUN-4681083,MEAS-71d0e805e3967f7a,85.652,0,4681083,15,20,b85e983611c3061e20ff39ca11ea84bfebffe36b7f0c7300be3ad2dcd845b609
CELL-85b8f08be5bb4c62,legacy_plateau20,RUN-4681083,MEAS-619661e5b506a85e,71.109,0,4681083,0,20,b85e983611c3061e20ff39ca11ea84bfebffe36b7f0c7300be3ad2dcd845b609
CELL-75f40ea29ea41336,plateau5,RUN-4681048,MEAS-aa60ddf080f65fd4,59.188,0,4681048,15,20,123c83487997953c94e734d7aba9bc561c49bcda31031fe4c2d6cb9ec9ff922e
CELL-5b04b8390ebd9cba,legacy_plateau20,RUN-4681048,MEAS-734da70dee8fedef,31.782,0,4681048,0,20,123c83487997953c94e734d7aba9bc561c49bcda31031fe4c2d6cb9ec9ff922e
CELL-103b61e34e929f7e,plateau5,RUN-4681082,MEAS-aabc0b2195fa313b,83.504,0,4681082,15,20,5e0c248449eeba56f50fe95d0bffcfc1092426b2aaebf38e96cedb0b7fe924c0
CELL-c026a6f8b002949c,legacy_plateau20,RUN-4681082,MEAS-9c41cb0c44610350,71.943,0,4681082,0,20,5e0c248449eeba56f50fe95d0bffcfc1092426b2aaebf38e96cedb0b7fe924c0
CELL-0b2741aeb05879c9,plateau5,RUN-4681047,MEAS-9b6a7a89e8a155f4,61.876000000000005,0,4681047,15,20,3bd3820c0c19645869a709dd9c7f143f60fe4bed77bd6993f5f8eb4572a8c682
CELL-5d453aed45252cd3,legacy_plateau20,RUN-4681047,MEAS-4132f4e76c5b0e44,32.475,0,4681047,0,20,3bd3820c0c19645869a709dd9c7f143f60fe4bed77bd6993f5f8eb4572a8c682
CELL-e00d206ed01698bd,plateau5,RUN-4681086,MEAS-a0db15b656882372,74.634,0,4681086,15,20,bb6d4ddaf40ed75a18518feeb02ab539f7883d483e979f5592f1bf9158a61697
CELL-0e4ffeb8eb31ee2c,legacy_plateau20,RUN-4681086,MEAS-f383ccd227e76e9a,60.761,0,4681086,0,20,bb6d4ddaf40ed75a18518feeb02ab539f7883d483e979f5592f1bf9158a61697
CELL-8dc25e9832649cf7,plateau5,RUN-4681051,MEAS-b4ed57d835dfe234,14.427999999999999,0,4681051,15,20,5128fe3ea185a3854af5866219577228508e98858bdef1eddeb07dadd2d3e367
CELL-bbc92b2c2b8095b2,legacy_plateau20,RUN-4681051,MEAS-3f887e6515824abb,13.61,0,4681051,0,20,5128fe3ea185a3854af5866219577228508e98858bdef1eddeb07dadd2d3e367
CELL-3db616716ab54c9e,plateau5,RUN-4680939,MEAS-beb3a597a7e329b5,91.28999999999999,0,4680939,95,100,4cf5de05618fff7ab86f346fe53f8c8e5e3465421cff8f5900c7efa1a183fbd6
CELL-3db616716ab54c9e,plateau5,RUN-4680951,MEAS-493990bee9c2fcbb,91.39,1,4680951,95,100,273f2d476a914e4942e95429efeb7a96e9f5df49be745ff53360702d7f855060
CELL-90d8206d3deffa11,legacy_plateau20,RUN-4680939,MEAS-60e053ac15e07a71,91.225,0,4680939,80,100,4cf5de05618fff7ab86f346fe53f8c8e5e3465421cff8f5900c7efa1a183fbd6
CELL-90d8206d3deffa11,legacy_plateau20,RUN-4680951,MEAS-e371c5d8e87ae719,91.223,1,4680951,80,100,273f2d476a914e4942e95429efeb7a96e9f5df49be745ff53360702d7f855060
CELL-6dc3928b19a4d271,plateau5,RUN-4680940,MEAS-f4e55547caadc2fd,92.366,0,4680940,95,100,752545cc7422ea115fdcb277d502322a4bb0770cfc4fd4c52de71a5a86d5b9b5
CELL-6dc3928b19a4d271,plateau5,RUN-4680952,MEAS-7cf1a31d9be312eb,92.08200000000001,1,4680952,95,100,bb1865dca61e874c9479079f034045a2dcc4f3d37a7c1893746eca780a5970d4
CELL-f38c31ceed5ada7b,legacy_plateau20,RUN-4680940,MEAS-a674da8b3a2cf79d,92.443,0,4680940,80,100,752545cc7422ea115fdcb277d502322a4bb0770cfc4fd4c52de71a5a86d5b9b5
CELL-f38c31ceed5ada7b,legacy_plateau20,RUN-4680952,MEAS-288aad47f115121f,92.079,1,4680952,80,100,bb1865dca61e874c9479079f034045a2dcc4f3d37a7c1893746eca780a5970d4
CELL-bb11b06653d60e78,plateau5,RUN-4680943,MEAS-641412ebdaa1121e,90.978,0,4680943,95,100,289d009fd92e98d6566a3f6a31bfdd7a1de65e2d89ab3e4daf5099b2e5ca573c
CELL-bb11b06653d60e78,plateau5,RUN-4680955,MEAS-1e3c192f1930b967,91.358,1,4680955,95,100,c6cfd354f334e6da88fcd224f12574adf1a08a2e14055f7e29d996b0b9d6d894
CELL-d25f9a71fde6fba0,legacy_plateau20,RUN-4680943,MEAS-823603076fa468c9,90.891,0,4680943,80,100,289d009fd92e98d6566a3f6a31bfdd7a1de65e2d89ab3e4daf5099b2e5ca573c
CELL-d25f9a71fde6fba0,legacy_plateau20,RUN-4680955,MEAS-8a0bc58bc3c10224,91.114,1,4680955,80,100,c6cfd354f334e6da88fcd224f12574adf1a08a2e14055f7e29d996b0b9d6d894
CELL-31d1fd3f8e52108c,plateau5,RUN-4680944,MEAS-cdb63cce3d45db42,92.252,0,4680944,95,100,a344ee0c6c8a102547bdb40fa1bd29474cd381515fa410df60c14aaaceaf672d
CELL-31d1fd3f8e52108c,plateau5,RUN-4680956,MEAS-8d64a9be4b2ec0c0,92.374,1,4680956,95,100,fbc698bd370b13b22fd39fd93870195374f6320986f543372d8eda05e01f0cb4
CELL-63f128e30b55b75c,legacy_plateau20,RUN-4680944,MEAS-5becb026157ccd36,92.28,0,4680944,80,100,a344ee0c6c8a102547bdb40fa1bd29474cd381515fa410df60c14aaaceaf672d
CELL-63f128e30b55b75c,legacy_plateau20,RUN-4680956,MEAS-36c4215238c9e362,92.318,1,4680956,80,100,fbc698bd370b13b22fd39fd93870195374f6320986f543372d8eda05e01f0cb4
CELL-8cabaed87aba1ca8,plateau5,RUN-4680947,MEAS-cd0e0851d6ccedba,90.932,0,4680947,95,100,db354dbc8be69a264e6d5b9638593889aebf1dc86d70959e8782c867db7ceec4
