panel_id,occurrence_id,run_id,metric,units,value,start_epoch_index,end_epoch_index_exclusive,window_records,window_basis,actual_epochs_parsed,terminal_window,raw_sha256,source_pointer,note
alpha0_robustness,OCC-3311fb016ed3c778,RUN-4700634,auc_csv,accuracy_percent,60.003,0,100,100,parsed raw epoch count; legacy terminal CSV window,100,True,544c2f8c7e22adf440e57492b2fcd105de403ae04cf6f7dd34dd8ab584ba0194,/panels/alpha0_robustness/cells/0/runs/1/auc_csv,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-3311fb016ed3c778,RUN-4700634,final_train,accuracy_percent,70.99,,,,,,,544c2f8c7e22adf440e57492b2fcd105de403ae04cf6f7dd34dd8ab584ba0194,/panels/alpha0_robustness/cells/0/runs/1/final_train,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-3311fb016ed3c778,RUN-4700634,gpu_h_inrun,GPU_hours,0.5166666666666667,,,,,,,544c2f8c7e22adf440e57492b2fcd105de403ae04cf6f7dd34dd8ab584ba0194,/panels/alpha0_robustness/cells/0/runs/1/gpu_h_inrun,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-3311fb016ed3c778,RUN-4700634,epoch_train99,recorded_epoch_index,,,,,,,,544c2f8c7e22adf440e57492b2fcd105de403ae04cf6f7dd34dd8ab584ba0194,/panels/alpha0_robustness/cells/0/runs/1/epoch_train99,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-3311fb016ed3c778,RUN-4700648,train_plateau5,accuracy_percent,70.112,95,100,5,parsed raw epoch count,100,True,4c29c41d9cb9e4929f754a7560fd3a95774c3302abe12ea8699744398d8f197b,/panels/alpha0_robustness/cells/0/runs/2/train_plateau5,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-3311fb016ed3c778,RUN-4700648,raw_plateau5,accuracy_percent,69.674,95,100,5,parsed raw epoch count; legacy terminal CSV window,100,True,4c29c41d9cb9e4929f754a7560fd3a95774c3302abe12ea8699744398d8f197b,/panels/alpha0_robustness/cells/0/runs/2/raw_plateau5,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-3311fb016ed3c778,RUN-4700648,auc_raw,accuracy_percent,56.4861,0,100,100,parsed raw epoch count; legacy terminal CSV window,100,True,4c29c41d9cb9e4929f754a7560fd3a95774c3302abe12ea8699744398d8f197b,/panels/alpha0_robustness/cells/0/runs/2/auc_raw,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-3311fb016ed3c778,RUN-4700648,auc_csv,accuracy_percent,56.486,0,100,100,parsed raw epoch count; legacy terminal CSV window,100,True,4c29c41d9cb9e4929f754a7560fd3a95774c3302abe12ea8699744398d8f197b,/panels/alpha0_robustness/cells/0/runs/2/auc_csv,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-3311fb016ed3c778,RUN-4700648,final_train,accuracy_percent,70.37,,,,,,,4c29c41d9cb9e4929f754a7560fd3a95774c3302abe12ea8699744398d8f197b,/panels/alpha0_robustness/cells/0/runs/2/final_train,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-3311fb016ed3c778,RUN-4700648,gpu_h_inrun,GPU_hours,1.15,,,,,,,4c29c41d9cb9e4929f754a7560fd3a95774c3302abe12ea8699744398d8f197b,/panels/alpha0_robustness/cells/0/runs/2/gpu_h_inrun,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-3311fb016ed3c778,RUN-4700648,epoch_train99,recorded_epoch_index,,,,,,,,4c29c41d9cb9e4929f754a7560fd3a95774c3302abe12ea8699744398d8f197b,/panels/alpha0_robustness/cells/0/runs/2/epoch_train99,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-fecc20cb16692397,RUN-4700622,train_plateau5,accuracy_percent,97.63199999999999,95,100,5,parsed raw epoch count,100,True,0aa1bb8bc2ef84da524ae797e79820bde42849c0450678d6e73cbbb14803fe8d,/panels/alpha0_robustness/cells/1/runs/0/train_plateau5,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-fecc20cb16692397,RUN-4700622,raw_plateau5,accuracy_percent,84.934,95,100,5,parsed raw epoch count; legacy terminal CSV window,100,True,0aa1bb8bc2ef84da524ae797e79820bde42849c0450678d6e73cbbb14803fe8d,/panels/alpha0_robustness/cells/1/runs/0/raw_plateau5,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-fecc20cb16692397,RUN-4700622,auc_raw,accuracy_percent,80.1328,0,100,100,parsed raw epoch count; legacy terminal CSV window,100,True,0aa1bb8bc2ef84da524ae797e79820bde42849c0450678d6e73cbbb14803fe8d,/panels/alpha0_robustness/cells/1/runs/0/auc_raw,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-fecc20cb16692397,RUN-4700622,auc_csv,accuracy_percent,80.133,0,100,100,parsed raw epoch count; legacy terminal CSV window,100,True,0aa1bb8bc2ef84da524ae797e79820bde42849c0450678d6e73cbbb14803fe8d,/panels/alpha0_robustness/cells/1/runs/0/auc_csv,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-fecc20cb16692397,RUN-4700622,final_train,accuracy_percent,97.67,,,,,,,0aa1bb8bc2ef84da524ae797e79820bde42849c0450678d6e73cbbb14803fe8d,/panels/alpha0_robustness/cells/1/runs/0/final_train,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-fecc20cb16692397,RUN-4700622,gpu_h_inrun,GPU_hours,0.5166666666666667,,,,,,,0aa1bb8bc2ef84da524ae797e79820bde42849c0450678d6e73cbbb14803fe8d,/panels/alpha0_robustness/cells/1/runs/0/gpu_h_inrun,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-fecc20cb16692397,RUN-4700622,epoch_train99,recorded_epoch_index,,,,,,,,0aa1bb8bc2ef84da524ae797e79820bde42849c0450678d6e73cbbb14803fe8d,/panels/alpha0_robustness/cells/1/runs/0/epoch_train99,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-fecc20cb16692397,RUN-4700636,train_plateau5,accuracy_percent,97.706,95,100,5,parsed raw epoch count,100,True,7becfe18f15982f224a7ac5769e15f4161b16acf38db96818fe4f10d8f643535,/panels/alpha0_robustness/cells/1/runs/1/train_plateau5,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-fecc20cb16692397,RUN-4700636,raw_plateau5,accuracy_percent,84.712,95,100,5,parsed raw epoch count; legacy terminal CSV window,100,True,7becfe18f15982f224a7ac5769e15f4161b16acf38db96818fe4f10d8f643535,/panels/alpha0_robustness/cells/1/runs/1/raw_plateau5,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-fecc20cb16692397,RUN-4700636,auc_raw,accuracy_percent,79.6834,0,100,100,parsed raw epoch count; legacy terminal CSV window,100,True,7becfe18f15982f224a7ac5769e15f4161b16acf38db96818fe4f10d8f643535,/panels/alpha0_robustness/cells/1/runs/1/auc_raw,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-fecc20cb16692397,RUN-4700636,auc_csv,accuracy_percent,79.683,0,100,100,parsed raw epoch count; legacy terminal CSV window,100,True,7becfe18f15982f224a7ac5769e15f4161b16acf38db96818fe4f10d8f643535,/panels/alpha0_robustness/cells/1/runs/1/auc_csv,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-fecc20cb16692397,RUN-4700636,final_train,accuracy_percent,97.67,,,,,,,7becfe18f15982f224a7ac5769e15f4161b16acf38db96818fe4f10d8f643535,/panels/alpha0_robustness/cells/1/runs/1/final_train,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-fecc20cb16692397,RUN-4700636,gpu_h_inrun,GPU_hours,0.5166666666666667,,,,,,,7becfe18f15982f224a7ac5769e15f4161b16acf38db96818fe4f10d8f643535,/panels/alpha0_robustness/cells/1/runs/1/gpu_h_inrun,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-fecc20cb16692397,RUN-4700636,epoch_train99,recorded_epoch_index,,,,,,,,7becfe18f15982f224a7ac5769e15f4161b16acf38db96818fe4f10d8f643535,/panels/alpha0_robustness/cells/1/runs/1/epoch_train99,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-fecc20cb16692397,RUN-4700650,train_plateau5,accuracy_percent,97.006,95,100,5,parsed raw epoch count,100,True,e74e253e2b783b4ca0774656629ab035520114db2951d4c1e1d54351bab72cfd,/panels/alpha0_robustness/cells/1/runs/2/train_plateau5,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-fecc20cb16692397,RUN-4700650,raw_plateau5,accuracy_percent,84.29599999999999,95,100,5,parsed raw epoch count; legacy terminal CSV window,100,True,e74e253e2b783b4ca0774656629ab035520114db2951d4c1e1d54351bab72cfd,/panels/alpha0_robustness/cells/1/runs/2/raw_plateau5,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-fecc20cb16692397,RUN-4700650,auc_raw,accuracy_percent,75.9188,0,100,100,parsed raw epoch count; legacy terminal CSV window,100,True,e74e253e2b783b4ca0774656629ab035520114db2951d4c1e1d54351bab72cfd,/panels/alpha0_robustness/cells/1/runs/2/auc_raw,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-fecc20cb16692397,RUN-4700650,auc_csv,accuracy_percent,75.919,0,100,100,parsed raw epoch count; legacy terminal CSV window,100,True,e74e253e2b783b4ca0774656629ab035520114db2951d4c1e1d54351bab72cfd,/panels/alpha0_robustness/cells/1/runs/2/auc_csv,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-fecc20cb16692397,RUN-4700650,final_train,accuracy_percent,97.22,,,,,,,e74e253e2b783b4ca0774656629ab035520114db2951d4c1e1d54351bab72cfd,/panels/alpha0_robustness/cells/1/runs/2/final_train,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-fecc20cb16692397,RUN-4700650,gpu_h_inrun,GPU_hours,1.1666666666666667,,,,,,,e74e253e2b783b4ca0774656629ab035520114db2951d4c1e1d54351bab72cfd,/panels/alpha0_robustness/cells/1/runs/2/gpu_h_inrun,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-fecc20cb16692397,RUN-4700650,epoch_train99,recorded_epoch_index,,,,,,,,e74e253e2b783b4ca0774656629ab035520114db2951d4c1e1d54351bab72cfd,/panels/alpha0_robustness/cells/1/runs/2/epoch_train99,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-ce5bede7195505a2,RUN-4700624,train_plateau5,accuracy_percent,99.076,95,100,5,parsed raw epoch count,100,True,22a7a9370823008650e172588e3926f3d22f2e915aabe7399f2a0890062658d3,/panels/alpha0_robustness/cells/2/runs/0/train_plateau5,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-ce5bede7195505a2,RUN-4700624,raw_plateau5,accuracy_percent,91.43,95,100,5,parsed raw epoch count; legacy terminal CSV window,100,True,22a7a9370823008650e172588e3926f3d22f2e915aabe7399f2a0890062658d3,/panels/alpha0_robustness/cells/2/runs/0/raw_plateau5,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-ce5bede7195505a2,RUN-4700624,auc_raw,accuracy_percent,88.9732,0,100,100,parsed raw epoch count; legacy terminal CSV window,100,True,22a7a9370823008650e172588e3926f3d22f2e915aabe7399f2a0890062658d3,/panels/alpha0_robustness/cells/2/runs/0/auc_raw,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-ce5bede7195505a2,RUN-4700624,auc_csv,accuracy_percent,88.973,0,100,100,parsed raw epoch count; legacy terminal CSV window,100,True,22a7a9370823008650e172588e3926f3d22f2e915aabe7399f2a0890062658d3,/panels/alpha0_robustness/cells/2/runs/0/auc_csv,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-ce5bede7195505a2,RUN-4700624,final_train,accuracy_percent,99.04,,,,,,,22a7a9370823008650e172588e3926f3d22f2e915aabe7399f2a0890062658d3,/panels/alpha0_robustness/cells/2/runs/0/final_train,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-ce5bede7195505a2,RUN-4700624,gpu_h_inrun,GPU_hours,0.5166666666666667,,,,,,,22a7a9370823008650e172588e3926f3d22f2e915aabe7399f2a0890062658d3,/panels/alpha0_robustness/cells/2/runs/0/gpu_h_inrun,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-ce5bede7195505a2,RUN-4700624,epoch_train99,recorded_epoch_index,83,,,,,,,22a7a9370823008650e172588e3926f3d22f2e915aabe7399f2a0890062658d3,/panels/alpha0_robustness/cells/2/runs/0/epoch_train99,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-ce5bede7195505a2,RUN-4700638,train_plateau5,accuracy_percent,99.076,95,100,5,parsed raw epoch count,100,True,dbc1f33370860a13f594f7338f25515c602f5b2166cbf75c82dd23a2898af59d,/panels/alpha0_robustness/cells/2/runs/1/train_plateau5,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-ce5bede7195505a2,RUN-4700638,raw_plateau5,accuracy_percent,91.448,95,100,5,parsed raw epoch count; legacy terminal CSV window,100,True,dbc1f33370860a13f594f7338f25515c602f5b2166cbf75c82dd23a2898af59d,/panels/alpha0_robustness/cells/2/runs/1/raw_plateau5,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-ce5bede7195505a2,RUN-4700638,auc_raw,accuracy_percent,88.8425,0,100,100,parsed raw epoch count; legacy terminal CSV window,100,True,dbc1f33370860a13f594f7338f25515c602f5b2166cbf75c82dd23a2898af59d,/panels/alpha0_robustness/cells/2/runs/1/auc_raw,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-ce5bede7195505a2,RUN-4700638,auc_csv,accuracy_percent,88.843,0,100,100,parsed raw epoch count; legacy terminal CSV window,100,True,dbc1f33370860a13f594f7338f25515c602f5b2166cbf75c82dd23a2898af59d,/panels/alpha0_robustness/cells/2/runs/1/auc_csv,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-ce5bede7195505a2,RUN-4700638,final_train,accuracy_percent,99.12,,,,,,,dbc1f33370860a13f594f7338f25515c602f5b2166cbf75c82dd23a2898af59d,/panels/alpha0_robustness/cells/2/runs/1/final_train,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-ce5bede7195505a2,RUN-4700638,gpu_h_inrun,GPU_hours,0.5166666666666667,,,,,,,dbc1f33370860a13f594f7338f25515c602f5b2166cbf75c82dd23a2898af59d,/panels/alpha0_robustness/cells/2/runs/1/gpu_h_inrun,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-ce5bede7195505a2,RUN-4700638,epoch_train99,recorded_epoch_index,80,,,,,,,dbc1f33370860a13f594f7338f25515c602f5b2166cbf75c82dd23a2898af59d,/panels/alpha0_robustness/cells/2/runs/1/epoch_train99,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-ce5bede7195505a2,RUN-4700652,train_plateau5,accuracy_percent,98.978,95,100,5,parsed raw epoch count,100,True,a9ad1d4e7887d120fd58f0afca8de3fc24552c60fd882b08cf47b9bf98dead9b,/panels/alpha0_robustness/cells/2/runs/2/train_plateau5,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-ce5bede7195505a2,RUN-4700652,raw_plateau5,accuracy_percent,91.29599999999999,95,100,5,parsed raw epoch count; legacy terminal CSV window,100,True,a9ad1d4e7887d120fd58f0afca8de3fc24552c60fd882b08cf47b9bf98dead9b,/panels/alpha0_robustness/cells/2/runs/2/raw_plateau5,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-ce5bede7195505a2,RUN-4700652,auc_raw,accuracy_percent,85.9612,0,100,100,parsed raw epoch count; legacy terminal CSV window,100,True,a9ad1d4e7887d120fd58f0afca8de3fc24552c60fd882b08cf47b9bf98dead9b,/panels/alpha0_robustness/cells/2/runs/2/auc_raw,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-ce5bede7195505a2,RUN-4700652,auc_csv,accuracy_percent,85.961,0,100,100,parsed raw epoch count; legacy terminal CSV window,100,True,a9ad1d4e7887d120fd58f0afca8de3fc24552c60fd882b08cf47b9bf98dead9b,/panels/alpha0_robustness/cells/2/runs/2/auc_csv,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-ce5bede7195505a2,RUN-4700652,final_train,accuracy_percent,98.96,,,,,,,a9ad1d4e7887d120fd58f0afca8de3fc24552c60fd882b08cf47b9bf98dead9b,/panels/alpha0_robustness/cells/2/runs/2/final_train,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-ce5bede7195505a2,RUN-4700652,gpu_h_inrun,GPU_hours,0.5166666666666667,,,,,,,a9ad1d4e7887d120fd58f0afca8de3fc24552c60fd882b08cf47b9bf98dead9b,/panels/alpha0_robustness/cells/2/runs/2/gpu_h_inrun,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-ce5bede7195505a2,RUN-4700652,epoch_train99,recorded_epoch_index,94,,,,,,,a9ad1d4e7887d120fd58f0afca8de3fc24552c60fd882b08cf47b9bf98dead9b,/panels/alpha0_robustness/cells/2/runs/2/epoch_train99,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-d172ad0bfaf038b7,RUN-4700626,train_plateau5,accuracy_percent,98.752,95,100,5,parsed raw epoch count,100,True,6f3f9b33467e9e2c1eeac7ea179ea103dcfaf33cd8745b7621e75dfc1a6cb249,/panels/alpha0_robustness/cells/3/runs/0/train_plateau5,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-d172ad0bfaf038b7,RUN-4700626,raw_plateau5,accuracy_percent,91.732,95,100,5,parsed raw epoch count; legacy terminal CSV window,100,True,6f3f9b33467e9e2c1eeac7ea179ea103dcfaf33cd8745b7621e75dfc1a6cb249,/panels/alpha0_robustness/cells/3/runs/0/raw_plateau5,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-d172ad0bfaf038b7,RUN-4700626,auc_raw,accuracy_percent,89.6865,0,100,100,parsed raw epoch count; legacy terminal CSV window,100,True,6f3f9b33467e9e2c1eeac7ea179ea103dcfaf33cd8745b7621e75dfc1a6cb249,/panels/alpha0_robustness/cells/3/runs/0/auc_raw,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-d172ad0bfaf038b7,RUN-4700626,auc_csv,accuracy_percent,89.686,0,100,100,parsed raw epoch count; legacy terminal CSV window,100,True,6f3f9b33467e9e2c1eeac7ea179ea103dcfaf33cd8745b7621e75dfc1a6cb249,/panels/alpha0_robustness/cells/3/runs/0/auc_csv,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-d172ad0bfaf038b7,RUN-4700626,final_train,accuracy_percent,98.76,,,,,,,6f3f9b33467e9e2c1eeac7ea179ea103dcfaf33cd8745b7621e75dfc1a6cb249,/panels/alpha0_robustness/cells/3/runs/0/final_train,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-d172ad0bfaf038b7,RUN-4700626,gpu_h_inrun,GPU_hours,0.5166666666666667,,,,,,,6f3f9b33467e9e2c1eeac7ea179ea103dcfaf33cd8745b7621e75dfc1a6cb249,/panels/alpha0_robustness/cells/3/runs/0/gpu_h_inrun,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-d172ad0bfaf038b7,RUN-4700626,epoch_train99,recorded_epoch_index,,,,,,,,6f3f9b33467e9e2c1eeac7ea179ea103dcfaf33cd8745b7621e75dfc1a6cb249,/panels/alpha0_robustness/cells/3/runs/0/epoch_train99,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-d172ad0bfaf038b7,RUN-4700640,train_plateau5,accuracy_percent,98.69,95,100,5,parsed raw epoch count,100,True,ff8584e18ebde2f94bfa6f04a2268877cf145e271bb319278bfcbc5092e98da4,/panels/alpha0_robustness/cells/3/runs/1/train_plateau5,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-d172ad0bfaf038b7,RUN-4700640,raw_plateau5,accuracy_percent,91.62,95,100,5,parsed raw epoch count; legacy terminal CSV window,100,True,ff8584e18ebde2f94bfa6f04a2268877cf145e271bb319278bfcbc5092e98da4,/panels/alpha0_robustness/cells/3/runs/1/raw_plateau5,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-d172ad0bfaf038b7,RUN-4700640,auc_raw,accuracy_percent,89.7786,0,100,100,parsed raw epoch count; legacy terminal CSV window,100,True,ff8584e18ebde2f94bfa6f04a2268877cf145e271bb319278bfcbc5092e98da4,/panels/alpha0_robustness/cells/3/runs/1/auc_raw,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-d172ad0bfaf038b7,RUN-4700640,auc_csv,accuracy_percent,89.779,0,100,100,parsed raw epoch count; legacy terminal CSV window,100,True,ff8584e18ebde2f94bfa6f04a2268877cf145e271bb319278bfcbc5092e98da4,/panels/alpha0_robustness/cells/3/runs/1/auc_csv,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-d172ad0bfaf038b7,RUN-4700640,final_train,accuracy_percent,98.71,,,,,,,ff8584e18ebde2f94bfa6f04a2268877cf145e271bb319278bfcbc5092e98da4,/panels/alpha0_robustness/cells/3/runs/1/final_train,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-d172ad0bfaf038b7,RUN-4700640,gpu_h_inrun,GPU_hours,0.5166666666666667,,,,,,,ff8584e18ebde2f94bfa6f04a2268877cf145e271bb319278bfcbc5092e98da4,/panels/alpha0_robustness/cells/3/runs/1/gpu_h_inrun,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-d172ad0bfaf038b7,RUN-4700640,epoch_train99,recorded_epoch_index,,,,,,,,ff8584e18ebde2f94bfa6f04a2268877cf145e271bb319278bfcbc5092e98da4,/panels/alpha0_robustness/cells/3/runs/1/epoch_train99,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-d172ad0bfaf038b7,RUN-4700654,train_plateau5,accuracy_percent,98.724,95,100,5,parsed raw epoch count,100,True,c1a025096982265f178ef69c1d1b5741ca0d354f3b1ec60641967c0d81a89071,/panels/alpha0_robustness/cells/3/runs/2/train_plateau5,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-d172ad0bfaf038b7,RUN-4700654,raw_plateau5,accuracy_percent,91.948,95,100,5,parsed raw epoch count; legacy terminal CSV window,100,True,c1a025096982265f178ef69c1d1b5741ca0d354f3b1ec60641967c0d81a89071,/panels/alpha0_robustness/cells/3/runs/2/raw_plateau5,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-d172ad0bfaf038b7,RUN-4700654,auc_raw,accuracy_percent,87.8891,0,100,100,parsed raw epoch count; legacy terminal CSV window,100,True,c1a025096982265f178ef69c1d1b5741ca0d354f3b1ec60641967c0d81a89071,/panels/alpha0_robustness/cells/3/runs/2/auc_raw,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-d172ad0bfaf038b7,RUN-4700654,auc_csv,accuracy_percent,87.889,0,100,100,parsed raw epoch count; legacy terminal CSV window,100,True,c1a025096982265f178ef69c1d1b5741ca0d354f3b1ec60641967c0d81a89071,/panels/alpha0_robustness/cells/3/runs/2/auc_csv,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-d172ad0bfaf038b7,RUN-4700654,final_train,accuracy_percent,98.78,,,,,,,c1a025096982265f178ef69c1d1b5741ca0d354f3b1ec60641967c0d81a89071,/panels/alpha0_robustness/cells/3/runs/2/final_train,csv/raw terminal references are not intermediate trajectory-window values
alpha0_robustness,OCC-d172ad0bfaf038b7,RUN-4700654,gpu_h_inrun,GPU_hours,0.5166666666666667,,,,,,,c1a025096982265f178ef69c1d1b5741ca0d354f3b1ec60641967c0d81a89071,/panels/alpha0_robustness/cells/3/runs/2/gpu_h_inrun,csv/raw terminal references are not intermediate trajectory-window values
