k,mode,capture_fraction_from_cpk1,seed,disagree,determinate,indeterminate,rate,source_ids,scope,units
5,primary,,17,191,499,0,0.382765531062124,S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
5,numel_control,,15,193,499,0,0.386773547094188,S0578,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
5,numel_control,,16,217,496,3,0.4375,S0579,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
5,numel_control,,17,190,497,2,0.382293762575453,S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
6,primary,,15,165,499,0,0.330661322645291,S0578,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
6,primary,,16,177,499,0,0.354709418837675,S0579,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
6,primary,,17,191,499,0,0.382765531062124,S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
6,numel_control,,15,193,499,0,0.386773547094188,S0578,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
6,numel_control,,16,217,496,3,0.4375,S0579,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
6,numel_control,,17,190,497,2,0.382293762575453,S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
7,primary,,15,172,497,2,0.346076458752515,S0578,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
7,primary,,16,185,499,0,0.370741482965932,S0579,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
7,primary,,17,182,497,2,0.366197183098592,S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
7,numel_control,,15,193,499,0,0.386773547094188,S0578,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
7,numel_control,,16,206,496,3,0.415322580645161,S0579,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
7,numel_control,,17,193,497,2,0.388329979879276,S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
8,primary,,15,172,497,2,0.346076458752515,S0578,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
8,primary,,16,184,499,0,0.3687374749499,S0579,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
8,primary,,17,183,499,0,0.366733466933868,S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
8,numel_control,,15,193,499,0,0.386773547094188,S0578,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
8,numel_control,,16,206,496,3,0.415322580645161,S0579,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
8,numel_control,,17,193,497,2,0.388329979879276,S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
9,primary,,15,172,497,2,0.346076458752515,S0578,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
9,primary,,16,184,499,0,0.3687374749499,S0579,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
9,primary,,17,183,499,0,0.366733466933868,S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
9,numel_control,,15,193,499,0,0.386773547094188,S0578,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
9,numel_control,,16,206,496,3,0.415322580645161,S0579,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
9,numel_control,,17,193,497,2,0.388329979879276,S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
10,primary,,15,169,498,1,0.339357429718876,S0578,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
10,primary,,16,177,499,0,0.354709418837675,S0579,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
10,primary,,17,183,499,0,0.366733466933868,S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
10,numel_control,,15,187,498,1,0.375502008032129,S0578,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
10,numel_control,,16,205,495,4,0.414141414141414,S0579,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
10,numel_control,,17,195,497,2,0.392354124748491,S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
11,primary,,15,161,499,0,0.322645290581162,S0578,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
11,primary,,16,176,499,0,0.352705410821643,S0579,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
11,primary,,17,176,499,0,0.352705410821643,S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
11,numel_control,,15,188,499,0,0.376753507014028,S0578,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
11,numel_control,,16,205,496,3,0.413306451612903,S0579,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
11,numel_control,,17,195,497,2,0.392354124748491,S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
12,primary,,15,159,499,0,0.318637274549098,S0578,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
12,primary,,16,178,498,1,0.357429718875502,S0579,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
12,primary,,17,176,498,1,0.353413654618474,S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
12,numel_control,,15,188,499,0,0.376753507014028,S0578,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
12,numel_control,,16,205,496,3,0.413306451612903,S0579,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
12,numel_control,,17,195,497,2,0.392354124748491,S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
13,primary,,15,164,499,0,0.328657314629259,S0578,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
13,primary,,16,170,498,1,0.34136546184739,S0579,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
13,primary,,17,167,499,0,0.334669338677355,S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
13,numel_control,,15,196,499,0,0.392785571142285,S0578,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
13,numel_control,,16,200,497,2,0.402414486921529,S0579,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
13,numel_control,,17,187,497,2,0.37625754527163,S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
14,primary,,15,164,499,0,0.328657314629259,S0578,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
14,primary,,16,170,498,1,0.34136546184739,S0579,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
14,primary,,17,167,499,0,0.334669338677355,S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
14,numel_control,,15,196,499,0,0.392785571142285,S0578,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
14,numel_control,,16,200,497,2,0.402414486921529,S0579,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
14,numel_control,,17,187,497,2,0.37625754527163,S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
15,primary,,15,164,499,0,0.328657314629259,S0578,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
15,primary,,16,170,498,1,0.34136546184739,S0579,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
15,primary,,17,167,499,0,0.334669338677355,S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
15,numel_control,,15,196,499,0,0.392785571142285,S0578,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
15,numel_control,,16,200,497,2,0.402414486921529,S0579,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
15,numel_control,,17,187,497,2,0.37625754527163,S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
16,primary,,15,162,499,0,0.324649298597194,S0578,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
16,primary,,16,174,499,0,0.348697394789579,S0579,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
16,primary,,17,165,498,1,0.331325301204819,S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
16,numel_control,,15,176,499,0,0.352705410821643,S0578,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
16,numel_control,,16,189,496,3,0.381048387096774,S0579,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
16,numel_control,,17,185,496,3,0.372983870967742,S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
17,primary,0.0687096545364262,15,161,498,1,0.323293172690763,S0578,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
17,primary,0.0687096545364262,16,172,499,0,0.344689378757515,S0579,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
17,primary,0.0687096545364262,17,165,499,0,0.330661322645291,S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
17,numel_control,0.0687096545364262,15,176,499,0,0.352705410821643,S0578,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
17,numel_control,0.0687096545364262,16,189,497,2,0.380281690140845,S0579,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
17,numel_control,0.0687096545364262,17,185,496,3,0.372983870967742,S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
18,primary,,15,161,499,0,0.322645290581162,S0578,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
18,primary,,16,172,499,0,0.344689378757515,S0579,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
18,primary,,17,165,499,0,0.330661322645291,S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
18,numel_control,,15,176,499,0,0.352705410821643,S0578,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
18,numel_control,,16,189,497,2,0.380281690140845,S0579,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
18,numel_control,,17,185,496,3,0.372983870967742,S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
19,primary,,15,166,499,0,0.332665330661323,S0578,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
19,primary,,16,167,499,0,0.334669338677355,S0579,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
19,primary,,17,160,498,1,0.321285140562249,S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
19,numel_control,,15,195,499,0,0.390781563126253,S0578,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
19,numel_control,,16,179,499,0,0.35871743486974,S0579,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
19,numel_control,,17,176,498,1,0.353413654618474,S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
20,primary,,15,165,498,1,0.331325301204819,S0578,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
20,primary,,16,166,497,2,0.334004024144869,S0579,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
20,primary,,17,160,499,0,0.32064128256513,S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
20,numel_control,,15,195,499,0,0.390781563126253,S0578,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
20,numel_control,,16,179,499,0,0.35871743486974,S0579,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
20,numel_control,,17,176,498,1,0.353413654618474,S0580,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
21,primary,,15,165,498,1,0.331325301204819,S0578,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
21,primary,,16,167,498,1,0.335341365461847,S0579,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.",fraction of determinate windows; counts are windows
