batch,arm,label,seed,run,epoch,test_accuracy_percent,train_accuracy_percent,source_ids,registered_horizon_epochs,in_registered_plateau5_window,scope,units
cpg1,k01,Scalar,12,cpg1-k01-s12,0,0.98,1,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,16,14.63,13.4,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,17,16.14,14.89,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,18,17.43,16.67,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,19,18.36,18.29,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,20,20.41,19.3,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,21,20.9,20.45,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,22,21.41,21.02,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,23,22.12,21.86,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,24,22.47,22.02,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,25,22.44,22.31,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,26,22.54,22.54,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,27,22.7,22.41,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,28,22.57,22.66,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,29,22.77,22.58,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,30,22.42,22.58,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,31,22.89,22.73,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,32,22.34,22.69,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,33,22.88,22.7,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,34,22.71,22.62,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,35,22.81,22.67,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,36,22.67,22.49,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,37,22.83,22.64,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,38,22.84,22.76,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,39,22.93,22.75,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,40,22.79,22.73,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,41,22.5,22.54,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,42,22.69,22.57,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,43,22.71,22.66,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,44,22.79,22.9,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,45,22.89,22.68,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,46,22.74,22.64,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,47,22.62,22.78,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,48,22.56,22.65,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,49,22.76,22.85,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,50,22.65,22.69,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,51,22.75,22.75,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,52,22.59,22.88,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,53,22.88,22.74,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,54,22.65,22.63,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,55,22.68,22.81,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,56,22.66,22.63,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,57,22.76,22.8,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,58,22.55,22.75,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,59,22.74,22.82,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,60,22.88,22.64,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,61,22.7,22.6,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,62,22.61,22.68,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,63,22.77,22.75,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,64,22.93,22.68,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,65,23.05,22.78,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,66,22.81,22.67,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,67,22.35,22.52,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,68,22.87,22.74,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,69,22.76,22.7,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,70,22.81,22.66,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,71,22.68,22.48,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,72,22.64,22.7,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,73,22.96,22.72,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,74,22.53,22.71,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,75,22.51,22.69,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,76,22.49,22.61,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
cpg1,k01,Scalar,12,cpg1-k01-s12,77,22.69,22.7,S0326,100,false,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",accuracy percent; epoch is the raw zero-based epoch index
